participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.review_weather,player.review_instructions,player.window_width,player.window_height,player.browser,player.FEV1,player.lower_bound,player.diff_LB,player.costs_LB,player.chance_LB,player.best_guess,player.diff_BG,player.costs_BG,player.chance_BG,player.upper_bound,player.diff_UB,player.costs_UB,player.chance_UB,player.total_chance,player.random_draw,player.success,player.is_relevant,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
91,4xyjcesj,,1,63,63,terminate,Results,2021-01-11 11:11:51.589748+00:00,1,,,10.00,91,2,2,16,9,Chrome Test,,11.0,8.0,72.0,-22.0,12.0,9.0,27.0,23.0,14.0,11.0,33.0,17.0,12,34,0,,0.00,1,1,izulz3y4,,,,,0
92,fev7wv8v,,1,63,63,terminate,Results,2021-01-11 11:11:51.616590+00:00,1,,,10.00,92,1,2,16,9,Chrome Test,,9.0,0.0,0.0,50.0,10.0,1.0,3.0,47.0,12.0,3.0,9.0,41.0,92,77,1,,0.00,1,1,izulz3y4,,,,,0
93,w7mcpufs,,1,63,63,terminate,Results,2021-01-11 11:11:51.643635+00:00,1,,,0.00,93,1,1,16,9,Chrome Test,,10.0,7.0,63.0,-13.0,13.0,10.0,30.0,20.0,15.0,12.0,36.0,14.0,15,25,0,1,0.00,1,1,izulz3y4,,,,,0
94,1t7eeees,,1,63,63,terminate,Results,2021-01-11 11:11:51.674974+00:00,1,,,10.00,94,1,1,16,9,Chrome Test,,6.0,-3.0,9.0,41.0,8.0,-1.0,3.0,47.0,9.0,0.0,0.0,50.0,92,75,1,,0.00,1,1,izulz3y4,,,,,0
95,6vpr15io,,1,63,63,terminate,Results,2021-01-11 11:11:51.705067+00:00,1,,,0.00,95,1,3,16,9,Chrome Test,,14.0,5.0,45.0,5.0,15.0,6.0,18.0,32.0,18.0,9.0,27.0,23.0,40,51,0,1,0.00,1,1,izulz3y4,,,,,0
96,tqvu8kvg,,1,63,63,terminate,Results,2021-01-11 11:11:51.734212+00:00,1,,,0.00,96,2,3,16,9,Chrome Test,,10.0,1.0,9.0,41.0,13.0,4.0,12.0,38.0,16.0,7.0,21.0,29.0,72,39,1,,0.00,1,1,izulz3y4,,,,,0
97,jw9dipqt,,1,63,63,terminate,Results,2021-01-11 11:11:51.762008+00:00,1,,,10.00,97,2,3,16,9,Chrome Test,,14.0,11.0,99.0,-49.0,15.0,12.0,36.0,14.0,18.0,15.0,45.0,5.0,0,19,0,,0.00,1,1,izulz3y4,,,,,0
98,8d9d28l0,,1,63,63,terminate,Results,2021-01-11 11:11:51.792793+00:00,1,,,10.00,98,1,2,16,9,Chrome Test,,9.0,0.0,0.0,50.0,11.0,2.0,6.0,44.0,13.0,4.0,12.0,38.0,88,66,1,,0.00,1,1,izulz3y4,,,,,0
99,4p7h610x,,1,63,63,terminate,Results,2021-01-11 11:11:51.821554+00:00,1,,,10.00,99,1,2,16,9,Chrome Test,,9.0,0.0,0.0,50.0,10.0,1.0,3.0,47.0,13.0,4.0,12.0,38.0,90,68,1,1,10.00,1,1,izulz3y4,,,,,0
100,xhq6qdf4,,1,63,63,terminate,Results,2021-01-11 11:11:51.849345+00:00,1,,,10.00,100,2,4,16,9,Chrome Test,,10.0,7.0,63.0,-13.0,13.0,10.0,30.0,20.0,15.0,12.0,36.0,14.0,15,100,0,,0.00,1,1,izulz3y4,,,,,0
101,ifssq63k,,1,63,63,terminate,Results,2021-01-11 11:11:51.875250+00:00,1,,,10.00,101,1,1,16,9,Chrome Test,,14.0,5.0,45.0,5.0,15.0,6.0,18.0,32.0,16.0,7.0,21.0,29.0,44,84,0,,0.00,1,1,izulz3y4,,,,,0
102,h1m9wo2o,,1,63,63,terminate,Results,2021-01-11 11:11:51.902828+00:00,1,,,0.00,102,1,3,16,9,Chrome Test,,10.0,1.0,9.0,41.0,13.0,4.0,12.0,38.0,15.0,6.0,18.0,32.0,74,38,1,,0.00,1,1,izulz3y4,,,,,0
103,jq9cdbbe,,1,63,63,terminate,Results,2021-01-11 11:11:51.930789+00:00,1,,,0.00,103,1,2,16,9,Chrome Test,,14.0,11.0,99.0,-49.0,16.0,13.0,39.0,11.0,17.0,14.0,42.0,8.0,0,21,0,,0.00,1,1,izulz3y4,,,,,0
104,jh7e24xu,,1,63,63,terminate,Results,2021-01-11 11:11:51.958696+00:00,1,,,0.00,104,1,1,16,9,Chrome Test,,8.0,-1.0,3.0,47.0,11.0,2.0,6.0,44.0,14.0,5.0,15.0,35.0,84,48,1,,0.00,1,1,izulz3y4,,,,,0
105,zqrkzfkt,,1,63,63,terminate,Results,2021-01-11 11:11:51.986912+00:00,1,,,0.00,105,2,3,16,9,Chrome Test,,11.0,8.0,72.0,-22.0,12.0,9.0,27.0,23.0,15.0,12.0,36.0,14.0,10,58,0,,0.00,1,1,izulz3y4,,,,,0
106,jzrufmjz,,1,63,63,terminate,Results,2021-01-11 11:11:52.011348+00:00,1,,,10.00,106,2,1,16,9,Chrome Test,,12.0,9.0,81.0,-31.0,14.0,11.0,33.0,17.0,17.0,14.0,42.0,8.0,0,88,0,,0.00,1,1,izulz3y4,,,,,0
107,c0d0iipk,,1,63,63,terminate,Results,2021-01-11 11:11:52.040735+00:00,1,,,10.00,107,1,2,16,9,Chrome Test,,7.0,4.0,36.0,14.0,8.0,5.0,15.0,35.0,9.0,6.0,18.0,32.0,54,19,1,1,10.00,1,1,izulz3y4,,,,,0
108,8lb1ddo5,,1,63,63,terminate,Results,2021-01-11 11:11:52.069147+00:00,1,,,10.00,108,2,2,16,9,Chrome Test,,11.0,8.0,72.0,-22.0,12.0,9.0,27.0,23.0,13.0,10.0,30.0,20.0,15,82,0,,0.00,1,1,izulz3y4,,,,,0
109,wdb3gibc,,1,63,63,terminate,Results,2021-01-11 11:11:52.095448+00:00,1,,,0.00,109,2,1,16,9,Chrome Test,,10.0,7.0,63.0,-13.0,11.0,8.0,24.0,26.0,13.0,10.0,30.0,20.0,22,60,0,1,0.00,1,1,izulz3y4,,,,,0
110,nvb2lhdl,,1,63,63,terminate,Results,2021-01-11 11:11:52.122977+00:00,1,,,0.00,110,1,3,16,9,Chrome Test,,11.0,2.0,18.0,32.0,13.0,4.0,12.0,38.0,16.0,7.0,21.0,29.0,66,87,0,,0.00,1,1,izulz3y4,,,,,0
111,majk2yor,,1,63,63,terminate,Results,2021-01-11 11:11:52.152473+00:00,1,,,10.00,111,2,4,16,9,Chrome Test,,10.0,7.0,63.0,-13.0,11.0,8.0,24.0,26.0,12.0,9.0,27.0,23.0,24,75,0,,0.00,1,1,izulz3y4,,,,,0
112,4jhsy4rn,,1,63,63,terminate,Results,2021-01-11 11:11:52.177879+00:00,1,,,10.00,112,1,2,16,9,Chrome Test,,9.0,6.0,54.0,-4.0,10.0,7.0,21.0,29.0,11.0,8.0,24.0,26.0,34,60,0,,0.00,1,1,izulz3y4,,,,,0
113,gmg22ahj,,1,63,63,terminate,Results,2021-01-11 11:11:52.204809+00:00,1,,,0.00,113,2,2,16,9,Chrome Test,,12.0,9.0,81.0,-31.0,14.0,11.0,33.0,17.0,16.0,13.0,39.0,11.0,0,28,0,,0.00,1,1,izulz3y4,,,,,0
114,vg5chc0w,,1,63,63,terminate,Results,2021-01-11 11:11:52.229177+00:00,1,,,10.00,114,2,1,16,9,Chrome Test,,12.0,3.0,27.0,23.0,14.0,5.0,15.0,35.0,16.0,7.0,21.0,29.0,58,40,1,,0.00,1,1,izulz3y4,,,,,0
115,j30aj6gh,,1,63,63,terminate,Results,2021-01-11 11:11:52.256572+00:00,1,,,10.00,115,1,4,16,9,Chrome Test,,12.0,3.0,27.0,23.0,15.0,6.0,18.0,32.0,17.0,8.0,24.0,26.0,54,39,1,1,10.00,1,1,izulz3y4,,,,,0
116,7kexp3ps,,1,63,63,terminate,Results,2021-01-11 11:11:52.285791+00:00,1,,,10.00,116,2,4,16,9,Chrome Test,,6.0,-3.0,9.0,41.0,9.0,0.0,0.0,50.0,12.0,3.0,9.0,41.0,88,38,1,,0.00,1,1,izulz3y4,,,,,0
117,222jrlrg,,1,63,63,terminate,Results,2021-01-11 11:11:52.310329+00:00,1,,,0.00,117,2,3,16,9,Chrome Test,,10.0,1.0,9.0,41.0,12.0,3.0,9.0,41.0,14.0,5.0,15.0,35.0,78,65,1,,0.00,1,1,izulz3y4,,,,,0
118,w4mdxdru,,1,63,63,terminate,Results,2021-01-11 11:11:52.336934+00:00,1,,,0.00,118,1,2,16,9,Chrome Test,,11.0,8.0,72.0,-22.0,12.0,9.0,27.0,23.0,15.0,12.0,36.0,14.0,10,36,0,1,0.00,1,1,izulz3y4,,,,,0
119,pwcopda7,,1,63,63,terminate,Results,2021-01-11 11:11:52.362784+00:00,1,,,10.00,119,2,1,16,9,Chrome Test,,12.0,3.0,27.0,23.0,14.0,5.0,15.0,35.0,15.0,6.0,18.0,32.0,60,19,1,,0.00,1,1,izulz3y4,,,,,0
120,oiwi1zow,,1,63,63,terminate,Results,2021-01-11 11:11:52.391107+00:00,1,,,10.00,120,1,4,16,9,Chrome Test,,10.0,1.0,9.0,41.0,12.0,3.0,9.0,41.0,13.0,4.0,12.0,38.0,80,21,1,,0.00,1,1,izulz3y4,,,,,0
121,0rky1jca,,1,63,63,terminate,Results,2021-01-11 11:11:52.510630+00:00,1,,,0.00,121,1,4,16,9,Chrome Test,,6.0,3.0,27.0,23.0,8.0,5.0,15.0,35.0,11.0,8.0,24.0,26.0,57,71,0,1,0.00,1,1,izulz3y4,,,,,0
122,5sz6ccam,,1,63,63,terminate,Results,2021-01-11 11:11:52.541036+00:00,1,,,0.00,122,1,4,16,9,Chrome Test,,13.0,4.0,36.0,14.0,15.0,6.0,18.0,32.0,17.0,8.0,24.0,26.0,48,27,1,,0.00,1,1,izulz3y4,,,,,0
123,sj62j7st,,1,63,63,terminate,Results,2021-01-11 11:11:52.570696+00:00,1,,,10.00,123,1,3,16,9,Chrome Test,,14.0,11.0,99.0,-49.0,15.0,12.0,36.0,14.0,18.0,15.0,45.0,5.0,0,77,0,,0.00,1,1,izulz3y4,,,,,0
124,hms52rhd,,1,63,63,terminate,Results,2021-01-11 11:11:52.603333+00:00,1,,,0.00,124,1,4,16,9,Chrome Test,,8.0,5.0,45.0,5.0,11.0,8.0,24.0,26.0,14.0,11.0,33.0,17.0,32,68,0,,0.00,1,1,izulz3y4,,,,,0
125,k4lohuy6,,1,63,63,terminate,Results,2021-01-11 11:11:52.632776+00:00,1,,,10.00,125,2,4,16,9,Chrome Test,,9.0,0.0,0.0,50.0,12.0,3.0,9.0,41.0,13.0,4.0,12.0,38.0,86,50,1,,0.00,1,1,izulz3y4,,,,,0
126,uzm97o7y,,1,63,63,terminate,Results,2021-01-11 11:11:52.658898+00:00,1,,,10.00,126,2,3,16,9,Chrome Test,,10.0,7.0,63.0,-13.0,13.0,10.0,30.0,20.0,15.0,12.0,36.0,14.0,15,35,0,,0.00,1,1,izulz3y4,,,,,0
127,s8rajk7d,,1,63,63,terminate,Results,2021-01-11 11:11:52.687322+00:00,1,,,10.00,127,1,4,16,9,Chrome Test,,5.0,2.0,18.0,32.0,8.0,5.0,15.0,35.0,11.0,8.0,24.0,26.0,62,33,1,1,10.00,1,1,izulz3y4,,,,,0
128,5bcqdeck,,1,63,63,terminate,Results,2021-01-11 11:11:52.716694+00:00,1,,,10.00,128,2,1,16,9,Chrome Test,,10.0,1.0,9.0,41.0,13.0,4.0,12.0,38.0,15.0,6.0,18.0,32.0,74,58,1,,0.00,1,1,izulz3y4,,,,,0
129,y2nbh6br,,1,63,63,terminate,Results,2021-01-11 11:11:52.749697+00:00,1,,,0.00,129,2,3,16,9,Chrome Test,,14.0,11.0,99.0,-49.0,15.0,12.0,36.0,14.0,16.0,13.0,39.0,11.0,0,65,0,1,0.00,1,1,izulz3y4,,,,,0
130,nimt6vqh,,1,63,63,terminate,Results,2021-01-11 11:11:52.777761+00:00,1,,,10.00,130,2,1,16,9,Chrome Test,,7.0,-2.0,6.0,44.0,10.0,1.0,3.0,47.0,11.0,2.0,6.0,44.0,90,48,1,,0.00,1,1,izulz3y4,,,,,0
131,asi3pp4y,,1,63,63,terminate,Results,2021-01-11 11:11:52.815705+00:00,1,,,0.00,131,2,4,16,9,Chrome Test,,11.0,8.0,72.0,-22.0,14.0,11.0,33.0,17.0,15.0,12.0,36.0,14.0,6,61,0,,0.00,1,1,izulz3y4,,,,,0
132,xy43zyvg,,1,63,63,terminate,Results,2021-01-11 11:11:52.853233+00:00,1,,,10.00,132,2,2,16,9,Chrome Test,,9.0,0.0,0.0,50.0,12.0,3.0,9.0,41.0,15.0,6.0,18.0,32.0,82,35,1,,0.00,1,1,izulz3y4,,,,,0
133,rsz1o84b,,1,63,63,terminate,Results,2021-01-11 11:11:52.892953+00:00,1,,,10.00,133,2,2,16,9,Chrome Test,,5.0,-4.0,12.0,38.0,8.0,-1.0,3.0,47.0,9.0,0.0,0.0,50.0,90,1,1,,0.00,1,1,izulz3y4,,,,,0
134,yj07whxk,,1,63,63,terminate,Results,2021-01-11 11:11:52.925283+00:00,1,,,0.00,134,1,4,16,9,Chrome Test,,10.0,7.0,63.0,-13.0,13.0,10.0,30.0,20.0,15.0,12.0,36.0,14.0,15,60,0,,0.00,1,1,izulz3y4,,,,,0
135,dkem7mgn,,1,63,63,terminate,Results,2021-01-11 11:11:52.957569+00:00,1,,,10.00,135,1,1,16,9,Chrome Test,,9.0,6.0,54.0,-4.0,10.0,7.0,21.0,29.0,13.0,10.0,30.0,20.0,30,29,1,,0.00,1,1,izulz3y4,,,,,0
136,uc9h6a0c,,1,63,63,terminate,Results,2021-01-11 11:11:52.990984+00:00,1,,,0.00,136,2,1,16,9,Chrome Test,,11.0,8.0,72.0,-22.0,12.0,9.0,27.0,23.0,15.0,12.0,36.0,14.0,10,93,0,1,0.00,1,1,izulz3y4,,,,,0
137,50ncn8su,,1,63,63,terminate,Results,2021-01-11 11:11:53.020408+00:00,1,,,10.00,137,2,2,16,9,Chrome Test,,12.0,3.0,27.0,23.0,14.0,5.0,15.0,35.0,16.0,7.0,21.0,29.0,58,51,1,1,10.00,1,1,izulz3y4,,,,,0
138,0e2qk77m,,1,63,63,terminate,Results,2021-01-11 11:11:53.050274+00:00,1,,,10.00,138,1,2,16,9,Chrome Test,,7.0,4.0,36.0,14.0,8.0,5.0,15.0,35.0,9.0,6.0,18.0,32.0,54,93,0,,0.00,1,1,izulz3y4,,,,,0
139,2vy8oklr,,1,63,63,terminate,Results,2021-01-11 11:11:53.076646+00:00,1,,,0.00,139,1,1,16,9,Chrome Test,,11.0,8.0,72.0,-22.0,12.0,9.0,27.0,23.0,14.0,11.0,33.0,17.0,12,0,1,,0.00,1,1,izulz3y4,,,,,0
140,1oygx29b,,1,63,63,terminate,Results,2021-01-11 11:11:53.104110+00:00,1,,,0.00,140,2,4,16,9,Chrome Test,,11.0,2.0,18.0,32.0,13.0,4.0,12.0,38.0,15.0,6.0,18.0,32.0,68,49,1,,0.00,1,1,izulz3y4,,,,,0
141,l3w19lcu,,1,63,63,terminate,Results,2021-01-11 11:11:53.128859+00:00,1,,,0.00,141,2,3,16,9,Chrome Test,,10.0,7.0,63.0,-13.0,13.0,10.0,30.0,20.0,15.0,12.0,36.0,14.0,15,48,0,1,0.00,1,1,izulz3y4,,,,,0
142,e6wekypg,,1,63,63,terminate,Results,2021-01-11 11:11:53.156906+00:00,1,,,10.00,142,1,4,16,9,Chrome Test,,7.0,-2.0,6.0,44.0,9.0,0.0,0.0,50.0,11.0,2.0,6.0,44.0,92,81,1,,0.00,1,1,izulz3y4,,,,,0
143,nam6dgqt,,1,63,63,terminate,Results,2021-01-11 11:11:53.184883+00:00,1,,,10.00,143,1,2,16,9,Chrome Test,,13.0,10.0,90.0,-40.0,16.0,13.0,39.0,11.0,19.0,16.0,48.0,2.0,0,91,0,,0.00,1,1,izulz3y4,,,,,0
144,42p35k8k,,1,63,63,terminate,Results,2021-01-11 11:11:53.208925+00:00,1,,,0.00,144,1,3,16,9,Chrome Test,,9.0,6.0,54.0,-4.0,11.0,8.0,24.0,26.0,13.0,10.0,30.0,20.0,29,55,0,,0.00,1,1,izulz3y4,,,,,0
145,d2i6fq8l,,1,63,63,terminate,Results,2021-01-11 11:11:53.235680+00:00,1,,,10.00,145,2,3,16,9,Chrome Test,,7.0,4.0,36.0,14.0,9.0,6.0,18.0,32.0,12.0,9.0,27.0,23.0,46,24,1,1,10.00,1,1,izulz3y4,,,,,0
146,x0yu5scu,,1,63,63,terminate,Results,2021-01-11 11:11:53.260626+00:00,1,,,10.00,146,1,1,16,9,Chrome Test,,10.0,7.0,63.0,-13.0,13.0,10.0,30.0,20.0,14.0,11.0,33.0,17.0,16,40,0,,0.00,1,1,izulz3y4,,,,,0
147,3z5tg349,,1,63,63,terminate,Results,2021-01-11 11:11:53.293378+00:00,1,,,10.00,147,1,1,16,9,Chrome Test,,10.0,7.0,63.0,-13.0,13.0,10.0,30.0,20.0,15.0,12.0,36.0,14.0,15,67,0,,0.00,1,1,izulz3y4,,,,,0
148,b7w6id0c,,1,63,63,terminate,Results,2021-01-11 11:11:53.320820+00:00,1,,,10.00,148,2,4,16,9,Chrome Test,,10.0,1.0,9.0,41.0,11.0,2.0,6.0,44.0,12.0,3.0,9.0,41.0,84,70,1,,0.00,1,1,izulz3y4,,,,,0
149,qb12lk1u,,1,63,63,terminate,Results,2021-01-11 11:11:53.346155+00:00,1,,,0.00,149,2,4,16,9,Chrome Test,,14.0,5.0,45.0,5.0,15.0,6.0,18.0,32.0,17.0,8.0,24.0,26.0,42,22,1,,0.00,1,1,izulz3y4,,,,,0
150,mejc0n4w,,1,63,63,terminate,Results,2021-01-11 11:11:53.373150+00:00,1,,,0.00,150,1,3,16,9,Chrome Test,,11.0,2.0,18.0,32.0,13.0,4.0,12.0,38.0,14.0,5.0,15.0,35.0,70,21,1,,0.00,1,1,izulz3y4,,,,,0
151,86i31vh0,,1,63,63,terminate,Results,2021-01-11 11:11:53.403401+00:00,1,,,0.00,151,2,1,16,9,Chrome Test,,12.0,3.0,27.0,23.0,15.0,6.0,18.0,32.0,17.0,8.0,24.0,26.0,54,17,1,,0.00,1,1,izulz3y4,,,,,0
152,q3y7jdbn,,1,63,63,terminate,Results,2021-01-11 11:11:53.427501+00:00,1,,,10.00,152,1,1,16,9,Chrome Test,,12.0,9.0,81.0,-31.0,13.0,10.0,30.0,20.0,15.0,12.0,36.0,14.0,2,7,0,,0.00,1,1,izulz3y4,,,,,0
153,rmpypj4v,,1,63,63,terminate,Results,2021-01-11 11:11:53.454116+00:00,1,,,0.00,153,1,2,16,9,Chrome Test,,6.0,3.0,27.0,23.0,8.0,5.0,15.0,35.0,11.0,8.0,24.0,26.0,57,77,0,,0.00,1,1,izulz3y4,,,,,0
154,1hmcfb2t,,1,63,63,terminate,Results,2021-01-11 11:11:53.480596+00:00,1,,,10.00,154,2,1,16,9,Chrome Test,,5.0,-4.0,12.0,38.0,8.0,-1.0,3.0,47.0,10.0,1.0,3.0,47.0,88,12,1,1,10.00,1,1,izulz3y4,,,,,0
155,doquv669,,1,63,63,terminate,Results,2021-01-11 11:11:53.506641+00:00,1,,,10.00,155,2,1,16,9,Chrome Test,,5.0,-4.0,12.0,38.0,8.0,-1.0,3.0,47.0,10.0,1.0,3.0,47.0,88,87,1,,0.00,1,1,izulz3y4,,,,,0
156,qyqofjbs,,1,63,63,terminate,Results,2021-01-11 11:11:53.542512+00:00,1,,,0.00,156,2,1,16,9,Chrome Test,,7.0,4.0,36.0,14.0,10.0,7.0,21.0,29.0,13.0,10.0,30.0,20.0,42,31,1,,0.00,1,1,izulz3y4,,,,,0
157,ixo1fucr,,1,63,63,terminate,Results,2021-01-11 11:11:53.583669+00:00,1,,,10.00,157,1,2,16,9,Chrome Test,,13.0,4.0,36.0,14.0,16.0,7.0,21.0,29.0,18.0,9.0,27.0,23.0,44,24,1,1,10.00,1,1,izulz3y4,,,,,0
158,czynd1kz,,1,63,63,terminate,Results,2021-01-11 11:11:53.616740+00:00,1,,,0.00,158,1,4,16,9,Chrome Test,,8.0,5.0,45.0,5.0,9.0,6.0,18.0,32.0,12.0,9.0,27.0,23.0,40,0,1,,0.00,1,1,izulz3y4,,,,,0
159,fl7memcv,,1,63,63,terminate,Results,2021-01-11 11:11:53.643995+00:00,1,,,0.00,159,2,2,16,9,Chrome Test,,13.0,4.0,36.0,14.0,15.0,6.0,18.0,32.0,17.0,8.0,24.0,26.0,48,17,1,,0.00,1,1,izulz3y4,,,,,0
160,ilj0dlgw,,1,63,63,terminate,Results,2021-01-11 11:11:53.673892+00:00,1,,,0.00,160,1,4,16,9,Chrome Test,,8.0,5.0,45.0,5.0,9.0,6.0,18.0,32.0,10.0,7.0,21.0,29.0,44,27,1,,0.00,1,1,izulz3y4,,,,,0
161,fggr4guu,,1,63,63,terminate,Results,2021-01-11 11:11:53.703729+00:00,1,,,10.00,161,1,2,16,9,Chrome Test,,11.0,8.0,72.0,-22.0,13.0,10.0,30.0,20.0,15.0,12.0,36.0,14.0,8,93,0,,0.00,1,1,izulz3y4,,,,,0
162,em2zd2bp,,1,63,63,terminate,Results,2021-01-11 11:11:53.735821+00:00,1,,,10.00,162,2,1,16,9,Chrome Test,,9.0,6.0,54.0,-4.0,10.0,7.0,21.0,29.0,12.0,9.0,27.0,23.0,32,20,1,,0.00,1,1,izulz3y4,,,,,0
163,v4u0i3rd,,1,63,63,terminate,Results,2021-01-11 11:11:53.769166+00:00,1,,,10.00,163,2,2,16,9,Chrome Test,,14.0,5.0,45.0,5.0,15.0,6.0,18.0,32.0,17.0,8.0,24.0,26.0,42,42,0,,0.00,1,1,izulz3y4,,,,,0
164,7nbmv1i8,,1,63,63,terminate,Results,2021-01-11 11:11:53.803140+00:00,1,,,0.00,164,2,3,16,9,Chrome Test,,8.0,-1.0,3.0,47.0,11.0,2.0,6.0,44.0,14.0,5.0,15.0,35.0,84,43,1,,0.00,1,1,izulz3y4,,,,,0
165,g9poy52j,,1,63,63,terminate,Results,2021-01-11 11:11:53.836566+00:00,1,,,0.00,165,1,3,16,9,Chrome Test,,8.0,-1.0,3.0,47.0,11.0,2.0,6.0,44.0,12.0,3.0,9.0,41.0,88,4,1,,0.00,1,1,izulz3y4,,,,,0
166,ad1ixx32,,1,63,63,terminate,Results,2021-01-11 11:11:53.872108+00:00,1,,,10.00,166,1,4,16,9,Chrome Test,,14.0,5.0,45.0,5.0,15.0,6.0,18.0,32.0,18.0,9.0,27.0,23.0,40,31,1,1,10.00,1,1,izulz3y4,,,,,0
167,t2tjz1px,,1,63,63,terminate,Results,2021-01-11 11:11:53.906615+00:00,1,,,0.00,167,1,4,16,9,Chrome Test,,14.0,11.0,99.0,-49.0,15.0,12.0,36.0,14.0,16.0,13.0,39.0,11.0,0,13,0,,0.00,1,1,izulz3y4,,,,,0
168,pf8fxjym,,1,63,63,terminate,Results,2021-01-11 11:11:53.941964+00:00,1,,,10.00,168,2,1,16,9,Chrome Test,,10.0,1.0,9.0,41.0,12.0,3.0,9.0,41.0,13.0,4.0,12.0,38.0,80,95,0,,0.00,1,1,izulz3y4,,,,,0
169,lyb4n0gn,,1,63,63,terminate,Results,2021-01-11 11:11:54.072963+00:00,1,,,0.00,169,2,4,16,9,Chrome Test,,14.0,11.0,99.0,-49.0,16.0,13.0,39.0,11.0,17.0,14.0,42.0,8.0,0,100,0,1,0.00,1,1,izulz3y4,,,,,0
170,ggadopek,,1,63,63,terminate,Results,2021-01-11 11:11:54.103993+00:00,1,,,10.00,170,1,4,16,9,Chrome Test,,13.0,10.0,90.0,-40.0,14.0,11.0,33.0,17.0,17.0,14.0,42.0,8.0,0,42,0,,0.00,1,1,izulz3y4,,,,,0
171,0ypwygxm,,1,63,63,terminate,Results,2021-01-11 11:11:54.134831+00:00,1,,,10.00,171,1,4,16,9,Chrome Test,,13.0,4.0,36.0,14.0,14.0,5.0,15.0,35.0,17.0,8.0,24.0,26.0,50,40,1,,0.00,1,1,izulz3y4,,,,,0
172,jwc8fbnz,,1,63,63,terminate,Results,2021-01-11 11:11:54.167855+00:00,1,,,10.00,172,1,3,16,9,Chrome Test,,10.0,1.0,9.0,41.0,11.0,2.0,6.0,44.0,13.0,4.0,12.0,38.0,82,68,1,1,10.00,1,1,izulz3y4,,,,,0
173,c8seksxz,,1,63,63,terminate,Results,2021-01-11 11:11:54.203584+00:00,1,,,0.00,173,1,1,16,9,Chrome Test,,13.0,10.0,90.0,-40.0,14.0,11.0,33.0,17.0,17.0,14.0,42.0,8.0,0,17,0,1,0.00,1,1,izulz3y4,,,,,0
174,wq9qn73g,,1,63,63,terminate,Results,2021-01-11 11:11:54.236100+00:00,1,,,10.00,174,2,2,16,9,Chrome Test,,8.0,5.0,45.0,5.0,11.0,8.0,24.0,26.0,12.0,9.0,27.0,23.0,36,67,0,,0.00,1,1,izulz3y4,,,,,0
175,yfkokbj5,,1,63,63,terminate,Results,2021-01-11 11:11:54.273281+00:00,1,,,10.00,175,2,4,16,9,Chrome Test,,11.0,2.0,18.0,32.0,14.0,5.0,15.0,35.0,15.0,6.0,18.0,32.0,66,2,1,,0.00,1,1,izulz3y4,,,,,0
176,sjqrkn6d,,1,63,63,terminate,Results,2021-01-11 11:11:54.307756+00:00,1,,,10.00,176,1,1,16,9,Chrome Test,,14.0,5.0,45.0,5.0,16.0,7.0,21.0,29.0,19.0,10.0,30.0,20.0,36,36,0,,0.00,1,1,izulz3y4,,,,,0
177,aprtxzy2,,1,63,63,terminate,Results,2021-01-11 11:11:54.343900+00:00,1,,,10.00,177,1,1,16,9,Chrome Test,,7.0,4.0,36.0,14.0,10.0,7.0,21.0,29.0,13.0,10.0,30.0,20.0,42,15,1,,0.00,1,1,izulz3y4,,,,,0
178,n7vphm47,,1,63,63,terminate,Results,2021-01-11 11:11:54.388385+00:00,1,,,10.00,178,2,4,16,9,Chrome Test,,6.0,-3.0,9.0,41.0,8.0,-1.0,3.0,47.0,11.0,2.0,6.0,44.0,88,94,0,,0.00,1,1,izulz3y4,,,,,0
179,lsxx423s,,1,63,63,terminate,Results,2021-01-11 11:11:54.421042+00:00,1,,,0.00,179,1,1,16,9,Chrome Test,,11.0,8.0,72.0,-22.0,13.0,10.0,30.0,20.0,14.0,11.0,33.0,17.0,10,58,0,,0.00,1,1,izulz3y4,,,,,0
180,y201w99q,,1,63,63,terminate,Results,2021-01-11 11:11:54.456488+00:00,1,,,0.00,180,2,1,16,9,Chrome Test,,11.0,8.0,72.0,-22.0,14.0,11.0,33.0,17.0,16.0,13.0,39.0,11.0,4,81,0,,0.00,1,1,izulz3y4,,,,,0
181,x1v8krez,,1,63,63,terminate,Results,2021-01-11 11:11:54.489597+00:00,1,,,10.00,181,1,4,16,9,Chrome Test,,15.0,6.0,54.0,-4.0,16.0,7.0,21.0,29.0,18.0,9.0,27.0,23.0,32,14,1,1,10.00,1,1,izulz3y4,,,,,0
182,lk1sfjj0,,1,63,63,terminate,Results,2021-01-11 11:11:54.521707+00:00,1,,,0.00,182,1,2,16,9,Chrome Test,,11.0,8.0,72.0,-22.0,14.0,11.0,33.0,17.0,16.0,13.0,39.0,11.0,4,13,0,,0.00,1,1,izulz3y4,,,,,0
183,8ju4dona,,1,63,63,terminate,Results,2021-01-11 11:11:54.554486+00:00,1,,,10.00,183,2,1,16,9,Chrome Test,,10.0,1.0,9.0,41.0,13.0,4.0,12.0,38.0,14.0,5.0,15.0,35.0,76,55,1,1,10.00,1,1,izulz3y4,,,,,0
