participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.Age,player.Gender,player.Education,player.Income,player.Comprehension,player.Usage,player.Accuracy,player.Authenticity,player.Credibility,player.CLICCS1,player.CLICCS2,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
129,y2nbh6br,,1,63,63,terminate,Results,2021-01-11 11:11:52.749697+00:00,1,,,0.00,129,80,diverse,uni,60728,yes,5,2,2,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
130,nimt6vqh,,1,63,63,terminate,Results,2021-01-11 11:11:52.777761+00:00,1,,,10.00,130,97,diverse,uni,35451,yes,1,0,2,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
131,asi3pp4y,,1,63,63,terminate,Results,2021-01-11 11:11:52.815705+00:00,1,,,0.00,131,71,diverse,uni,39202,yes,4,2,2,1,test1,test2,0.00,1,1,izulz3y4,,,,,0
132,xy43zyvg,,1,63,63,terminate,Results,2021-01-11 11:11:52.853233+00:00,1,,,10.00,132,27,diverse,uni,45717,yes,3,-2,1,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
133,rsz1o84b,,1,63,63,terminate,Results,2021-01-11 11:11:52.892953+00:00,1,,,10.00,133,82,diverse,uni,51263,yes,4,2,0,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
134,yj07whxk,,1,63,63,terminate,Results,2021-01-11 11:11:52.925283+00:00,1,,,0.00,134,89,diverse,uni,37791,yes,4,1,0,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
135,dkem7mgn,,1,63,63,terminate,Results,2021-01-11 11:11:52.957569+00:00,1,,,10.00,135,42,diverse,uni,37318,yes,2,-1,0,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
136,uc9h6a0c,,1,63,63,terminate,Results,2021-01-11 11:11:52.990984+00:00,1,,,0.00,136,47,diverse,uni,59119,yes,3,1,-1,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
137,50ncn8su,,1,63,63,terminate,Results,2021-01-11 11:11:53.020408+00:00,1,,,10.00,137,84,diverse,uni,44669,yes,3,0,0,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
138,0e2qk77m,,1,63,63,terminate,Results,2021-01-11 11:11:53.050274+00:00,1,,,10.00,138,30,diverse,uni,57102,yes,1,-1,1,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
139,2vy8oklr,,1,63,63,terminate,Results,2021-01-11 11:11:53.076646+00:00,1,,,0.00,139,58,diverse,uni,37646,yes,0,-1,1,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
140,1oygx29b,,1,63,63,terminate,Results,2021-01-11 11:11:53.104110+00:00,1,,,0.00,140,19,diverse,uni,57276,yes,5,-2,1,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
141,l3w19lcu,,1,63,63,terminate,Results,2021-01-11 11:11:53.128859+00:00,1,,,0.00,141,98,diverse,uni,55834,yes,4,2,-2,1,test1,test2,0.00,1,1,izulz3y4,,,,,0
142,e6wekypg,,1,63,63,terminate,Results,2021-01-11 11:11:53.156906+00:00,1,,,10.00,142,49,diverse,uni,56335,yes,1,2,-2,1,test1,test2,0.00,1,1,izulz3y4,,,,,0
143,nam6dgqt,,1,63,63,terminate,Results,2021-01-11 11:11:53.184883+00:00,1,,,10.00,143,72,diverse,uni,35756,yes,4,0,2,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
144,42p35k8k,,1,63,63,terminate,Results,2021-01-11 11:11:53.208925+00:00,1,,,0.00,144,61,diverse,uni,56341,yes,2,-1,-2,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
145,d2i6fq8l,,1,63,63,terminate,Results,2021-01-11 11:11:53.235680+00:00,1,,,10.00,145,41,diverse,uni,36829,yes,3,-2,0,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
146,x0yu5scu,,1,63,63,terminate,Results,2021-01-11 11:11:53.260626+00:00,1,,,10.00,146,63,diverse,uni,33512,yes,3,1,0,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
147,3z5tg349,,1,63,63,terminate,Results,2021-01-11 11:11:53.293378+00:00,1,,,10.00,147,100,diverse,uni,48863,yes,0,2,2,1,test1,test2,0.00,1,1,izulz3y4,,,,,0
148,b7w6id0c,,1,63,63,terminate,Results,2021-01-11 11:11:53.320820+00:00,1,,,10.00,148,25,diverse,uni,49060,yes,2,2,-2,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
149,qb12lk1u,,1,63,63,terminate,Results,2021-01-11 11:11:53.346155+00:00,1,,,0.00,149,44,diverse,uni,57405,yes,2,2,-1,1,test1,test2,0.00,1,1,izulz3y4,,,,,0
150,mejc0n4w,,1,63,63,terminate,Results,2021-01-11 11:11:53.373150+00:00,1,,,0.00,150,38,diverse,uni,30343,yes,5,0,1,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
151,86i31vh0,,1,63,63,terminate,Results,2021-01-11 11:11:53.403401+00:00,1,,,0.00,151,52,diverse,uni,59186,yes,2,2,1,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
152,q3y7jdbn,,1,63,63,terminate,Results,2021-01-11 11:11:53.427501+00:00,1,,,10.00,152,77,diverse,uni,37939,yes,3,-2,-1,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
153,rmpypj4v,,1,63,63,terminate,Results,2021-01-11 11:11:53.454116+00:00,1,,,0.00,153,29,diverse,uni,41067,yes,4,-1,-2,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
154,1hmcfb2t,,1,63,63,terminate,Results,2021-01-11 11:11:53.480596+00:00,1,,,10.00,154,77,diverse,uni,66049,yes,4,0,-1,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
155,doquv669,,1,63,63,terminate,Results,2021-01-11 11:11:53.506641+00:00,1,,,10.00,155,90,diverse,uni,55701,yes,0,2,-2,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
156,qyqofjbs,,1,63,63,terminate,Results,2021-01-11 11:11:53.542512+00:00,1,,,0.00,156,79,diverse,uni,64882,yes,0,1,1,1,test1,test2,0.00,1,1,izulz3y4,,,,,0
157,ixo1fucr,,1,63,63,terminate,Results,2021-01-11 11:11:53.583669+00:00,1,,,10.00,157,31,diverse,uni,31821,yes,2,-1,-2,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
158,czynd1kz,,1,63,63,terminate,Results,2021-01-11 11:11:53.616740+00:00,1,,,0.00,158,59,diverse,uni,69332,yes,1,0,2,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
159,fl7memcv,,1,63,63,terminate,Results,2021-01-11 11:11:53.643995+00:00,1,,,0.00,159,100,diverse,uni,39886,yes,3,1,1,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
160,ilj0dlgw,,1,63,63,terminate,Results,2021-01-11 11:11:53.673892+00:00,1,,,0.00,160,58,diverse,uni,55994,yes,1,-2,2,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
161,fggr4guu,,1,63,63,terminate,Results,2021-01-11 11:11:53.703729+00:00,1,,,10.00,161,80,diverse,uni,62344,yes,0,0,-2,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
162,em2zd2bp,,1,63,63,terminate,Results,2021-01-11 11:11:53.735821+00:00,1,,,10.00,162,57,diverse,uni,33051,yes,0,2,2,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
163,v4u0i3rd,,1,63,63,terminate,Results,2021-01-11 11:11:53.769166+00:00,1,,,10.00,163,74,diverse,uni,33727,yes,3,1,0,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
164,7nbmv1i8,,1,63,63,terminate,Results,2021-01-11 11:11:53.803140+00:00,1,,,0.00,164,40,diverse,uni,46057,yes,5,-2,2,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
165,g9poy52j,,1,63,63,terminate,Results,2021-01-11 11:11:53.836566+00:00,1,,,0.00,165,81,diverse,uni,53027,yes,0,0,0,1,test1,test2,0.00,1,1,izulz3y4,,,,,0
166,ad1ixx32,,1,63,63,terminate,Results,2021-01-11 11:11:53.872108+00:00,1,,,10.00,166,28,diverse,uni,42475,yes,4,1,0,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
167,t2tjz1px,,1,63,63,terminate,Results,2021-01-11 11:11:53.906615+00:00,1,,,0.00,167,56,diverse,uni,35251,yes,0,0,-1,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
168,pf8fxjym,,1,63,63,terminate,Results,2021-01-11 11:11:53.941964+00:00,1,,,10.00,168,53,diverse,uni,68048,yes,1,0,-2,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
169,lyb4n0gn,,1,63,63,terminate,Results,2021-01-11 11:11:54.072963+00:00,1,,,0.00,169,20,diverse,uni,34117,yes,2,0,1,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
170,ggadopek,,1,63,63,terminate,Results,2021-01-11 11:11:54.103993+00:00,1,,,10.00,170,21,diverse,uni,69922,yes,2,2,-2,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
171,0ypwygxm,,1,63,63,terminate,Results,2021-01-11 11:11:54.134831+00:00,1,,,10.00,171,83,diverse,uni,61014,yes,4,-1,-2,1,test1,test2,0.00,1,1,izulz3y4,,,,,0
172,jwc8fbnz,,1,63,63,terminate,Results,2021-01-11 11:11:54.167855+00:00,1,,,10.00,172,89,diverse,uni,56182,yes,4,2,2,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
173,c8seksxz,,1,63,63,terminate,Results,2021-01-11 11:11:54.203584+00:00,1,,,0.00,173,52,diverse,uni,34026,yes,1,2,1,1,test1,test2,0.00,1,1,izulz3y4,,,,,0
174,wq9qn73g,,1,63,63,terminate,Results,2021-01-11 11:11:54.236100+00:00,1,,,10.00,174,65,diverse,uni,66660,yes,0,1,-2,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
175,yfkokbj5,,1,63,63,terminate,Results,2021-01-11 11:11:54.273281+00:00,1,,,10.00,175,76,diverse,uni,41395,yes,4,-2,2,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
176,sjqrkn6d,,1,63,63,terminate,Results,2021-01-11 11:11:54.307756+00:00,1,,,10.00,176,54,diverse,uni,38970,yes,2,-1,1,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
177,aprtxzy2,,1,63,63,terminate,Results,2021-01-11 11:11:54.343900+00:00,1,,,10.00,177,22,diverse,uni,59141,yes,0,-1,1,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
178,n7vphm47,,1,63,63,terminate,Results,2021-01-11 11:11:54.388385+00:00,1,,,10.00,178,75,diverse,uni,47222,yes,5,-2,1,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
179,lsxx423s,,1,63,63,terminate,Results,2021-01-11 11:11:54.421042+00:00,1,,,0.00,179,56,diverse,uni,66370,yes,3,-2,-2,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
180,y201w99q,,1,63,63,terminate,Results,2021-01-11 11:11:54.456488+00:00,1,,,0.00,180,77,diverse,uni,37018,yes,2,-2,-2,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
181,x1v8krez,,1,63,63,terminate,Results,2021-01-11 11:11:54.489597+00:00,1,,,10.00,181,38,diverse,uni,64512,yes,4,-2,2,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
182,lk1sfjj0,,1,63,63,terminate,Results,2021-01-11 11:11:54.521707+00:00,1,,,0.00,182,39,diverse,uni,47833,yes,4,2,0,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
183,8ju4dona,,1,63,63,terminate,Results,2021-01-11 11:11:54.554486+00:00,1,,,10.00,183,77,diverse,uni,63241,yes,1,1,0,0,test1,test2,0.00,1,1,izulz3y4,,,,,0
184,ebbanzve,,1,63,63,terminate,Results,2021-01-11 11:11:54.591057+00:00,1,,,10.00,184,56,diverse,uni,32846,yes,5,2,0,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
185,s7fs0spo,,1,63,63,terminate,Results,2021-01-11 11:11:54.621044+00:00,1,,,10.00,185,53,diverse,uni,46905,yes,3,2,-1,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
186,r5sxartc,,1,63,63,terminate,Results,2021-01-11 11:11:54.653672+00:00,1,,,0.00,186,52,diverse,uni,33630,yes,5,0,0,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
187,76hm2e3s,,1,63,63,terminate,Results,2021-01-11 11:11:54.683327+00:00,1,,,0.00,187,52,diverse,uni,38153,yes,4,1,1,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
188,8d95ayju,,1,63,63,terminate,Results,2021-01-11 11:11:54.710337+00:00,1,,,10.00,188,45,diverse,uni,41802,yes,5,-2,0,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
189,vvuovnmi,,1,63,63,terminate,Results,2021-01-11 11:11:54.738822+00:00,1,,,10.00,189,64,diverse,uni,35504,yes,0,2,2,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
190,47ewrtbh,,1,63,63,terminate,Results,2021-01-11 11:11:54.769755+00:00,1,,,0.00,190,36,diverse,uni,45656,yes,0,-1,1,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
191,db6so7pg,,1,63,63,terminate,Results,2021-01-11 11:11:54.799540+00:00,1,,,0.00,191,30,diverse,uni,51021,yes,1,-1,-1,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
192,ueqcdxx4,,1,63,63,terminate,Results,2021-01-11 11:11:54.827781+00:00,1,,,0.00,192,57,diverse,uni,65374,yes,1,-1,-1,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
193,v5mq8spu,,1,63,63,terminate,Results,2021-01-11 11:11:54.856957+00:00,1,,,10.00,193,78,diverse,uni,36836,yes,5,-2,1,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
194,l0nk1siz,,1,63,63,terminate,Results,2021-01-11 11:11:54.887838+00:00,1,,,10.00,194,20,diverse,uni,55585,yes,0,1,0,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
195,4b0jr92p,,1,63,63,terminate,Results,2021-01-11 11:11:54.917187+00:00,1,,,0.00,195,24,diverse,uni,47145,yes,2,-1,0,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
196,zwa4eyyi,,1,63,63,terminate,Results,2021-01-11 11:11:54.947745+00:00,1,,,0.00,196,21,diverse,uni,45633,yes,2,1,0,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
197,r1pktfev,,1,63,63,terminate,Results,2021-01-11 11:11:54.976578+00:00,1,,,10.00,197,65,diverse,uni,67420,yes,2,2,-2,2,test1,test2,0.00,1,1,izulz3y4,,,,,0
198,yc4zjhvh,,1,63,63,terminate,Results,2021-01-11 11:11:55.006093+00:00,1,,,10.00,198,22,diverse,uni,66182,yes,3,1,-2,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
199,1cv9sxns,,1,63,63,terminate,Results,2021-01-11 11:11:55.037827+00:00,1,,,10.00,199,19,diverse,uni,64865,yes,2,2,0,-1,test1,test2,0.00,1,1,izulz3y4,,,,,0
200,vebjbgtv,,1,63,63,terminate,Results,2021-01-11 11:11:55.070473+00:00,1,,,10.00,200,69,diverse,uni,32271,yes,5,-2,2,-2,test1,test2,0.00,1,1,izulz3y4,,,,,0
