participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.BaillonQ1,player.BaillonQ2,player.BaillonQ3,player.BaillonQ4,player.BaillonQ5,player.CQ2,player.review_weather,player.review_instructions,player.window_width,player.window_height,player.browser,player.baillon_equivalent,player.pivotal_lottery,player.payment_mechanism,player.random_draw,player.event_decision,player.success,player.is_relevant,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
79,x7y76bhw,,1,63,63,terminate,Results,2021-01-11 11:11:51.235616+00:00,1,,,10.00,79,,,,,,8,1,0,16,9,Chrome Test,4,30,Lotterie,60,E3,0,0,0.00,1,2,izulz3y4,,,,,0
80,ncggrsfu,,1,63,63,terminate,Results,2021-01-11 11:11:51.262222+00:00,1,,,0.00,80,,,,,,8,2,0,16,9,Chrome Test,50,58,Lotterie,96,E3,0,0,0.00,1,2,izulz3y4,,,,,0
81,2ylz15hm,,1,63,63,terminate,Results,2021-01-11 11:11:51.294081+00:00,1,,,0.00,81,,,,,,8,2,0,16,9,Chrome Test,53,45,Wette,11,E1,1,0,0.00,1,2,izulz3y4,,,,,0
82,qohf7871,,1,63,63,terminate,Results,2021-01-11 11:11:51.321948+00:00,1,,,10.00,82,,,,,,8,1,0,16,9,Chrome Test,80,11,Wette,27,E23,1,0,0.00,1,2,izulz3y4,,,,,0
83,kv39zq8y,,1,63,63,terminate,Results,2021-01-11 11:11:51.351020+00:00,1,,,0.00,83,,,,,,8,2,0,16,9,Chrome Test,31,10,Wette,54,E23,0,0,0.00,1,2,izulz3y4,,,,,0
84,1f3z9f8i,,1,63,63,terminate,Results,2021-01-11 11:11:51.381699+00:00,1,,,0.00,84,,,,,,8,2,0,16,9,Chrome Test,95,80,Wette,18,E12,1,0,0.00,1,2,izulz3y4,,,,,0
85,73gf33se,,1,63,63,terminate,Results,2021-01-11 11:11:51.410834+00:00,1,,,10.00,85,,,,,,8,2,0,16,9,Chrome Test,97,29,Wette,81,E2,1,0,0.00,1,2,izulz3y4,,,,,0
86,3gy3uyfd,,1,63,63,terminate,Results,2021-01-11 11:11:51.440158+00:00,1,,,10.00,86,,,,,,8,1,0,16,9,Chrome Test,42,12,Wette,26,E1,1,1,10.00,1,2,izulz3y4,,,,,0
87,p0vwm5ha,,1,63,63,terminate,Results,2021-01-11 11:11:51.468960+00:00,1,,,0.00,87,,,,,,8,2,0,16,9,Chrome Test,67,43,Wette,60,E13,1,0,0.00,1,2,izulz3y4,,,,,0
88,7vwpo5lb,,1,63,63,terminate,Results,2021-01-11 11:11:51.499309+00:00,1,,,10.00,88,,,,,,8,1,0,16,9,Chrome Test,78,35,Wette,0,E23,1,0,0.00,1,2,izulz3y4,,,,,0
89,a6fzzgjt,,1,63,63,terminate,Results,2021-01-11 11:11:51.526950+00:00,1,,,0.00,89,,,,,,8,1,0,16,9,Chrome Test,56,20,Wette,0,E13,0,0,0.00,1,2,izulz3y4,,,,,0
90,sl4xownc,,1,63,63,terminate,Results,2021-01-11 11:11:51.559174+00:00,1,,,10.00,90,,,,,,8,1,0,16,9,Chrome Test,94,100,Lotterie,8,E2,1,0,0.00,1,2,izulz3y4,,,,,0
91,4xyjcesj,,1,63,63,terminate,Results,2021-01-11 11:11:51.589748+00:00,1,,,10.00,91,,,,,,8,2,0,16,9,Chrome Test,75,16,Wette,25,E13,1,0,0.00,1,2,izulz3y4,,,,,0
92,fev7wv8v,,1,63,63,terminate,Results,2021-01-11 11:11:51.616590+00:00,1,,,10.00,92,,,,,,8,2,0,16,9,Chrome Test,38,35,Wette,14,E3,0,0,0.00,1,2,izulz3y4,,,,,0
93,w7mcpufs,,1,63,63,terminate,Results,2021-01-11 11:11:51.643635+00:00,1,,,0.00,93,,,,,,8,1,0,16,9,Chrome Test,79,20,Wette,50,E1,1,0,0.00,1,2,izulz3y4,,,,,0
94,1t7eeees,,1,63,63,terminate,Results,2021-01-11 11:11:51.674974+00:00,1,,,10.00,94,,,,,,8,1,0,16,9,Chrome Test,3,27,Lotterie,5,E23,1,0,0.00,1,2,izulz3y4,,,,,0
95,6vpr15io,,1,63,63,terminate,Results,2021-01-11 11:11:51.705067+00:00,1,,,0.00,95,,,,,,8,2,0,16,9,Chrome Test,95,66,Wette,73,E3,0,0,0.00,1,2,izulz3y4,,,,,0
96,tqvu8kvg,,1,63,63,terminate,Results,2021-01-11 11:11:51.734212+00:00,1,,,0.00,96,,,,,,8,1,0,16,9,Chrome Test,61,18,Wette,69,E13,0,0,0.00,1,2,izulz3y4,,,,,0
97,jw9dipqt,,1,63,63,terminate,Results,2021-01-11 11:11:51.762008+00:00,1,,,10.00,97,,,,,,8,2,0,16,9,Chrome Test,97,48,Wette,74,E1,1,0,0.00,1,2,izulz3y4,,,,,0
98,8d9d28l0,,1,63,63,terminate,Results,2021-01-11 11:11:51.792793+00:00,1,,,10.00,98,,,,,,8,2,0,16,9,Chrome Test,43,65,Lotterie,43,E1,1,0,0.00,1,2,izulz3y4,,,,,0
99,4p7h610x,,1,63,63,terminate,Results,2021-01-11 11:11:51.821554+00:00,1,,,10.00,99,,,,,,8,2,0,16,9,Chrome Test,51,26,Wette,77,E12,1,0,0.00,1,2,izulz3y4,,,,,0
100,xhq6qdf4,,1,63,63,terminate,Results,2021-01-11 11:11:51.849345+00:00,1,,,10.00,100,,,,,,8,1,0,16,9,Chrome Test,7,99,Lotterie,70,E12,1,0,0.00,1,2,izulz3y4,,,,,0
101,ifssq63k,,1,63,63,terminate,Results,2021-01-11 11:11:51.875250+00:00,1,,,10.00,101,,,,,,8,2,0,16,9,Chrome Test,72,18,Wette,47,E2,1,0,0.00,1,2,izulz3y4,,,,,0
102,h1m9wo2o,,1,63,63,terminate,Results,2021-01-11 11:11:51.902828+00:00,1,,,0.00,102,,,,,,8,1,0,16,9,Chrome Test,90,78,Wette,47,E3,0,0,0.00,1,2,izulz3y4,,,,,0
103,jq9cdbbe,,1,63,63,terminate,Results,2021-01-11 11:11:51.930789+00:00,1,,,0.00,103,,,,,,8,2,0,16,9,Chrome Test,46,59,Lotterie,49,E1,1,0,0.00,1,2,izulz3y4,,,,,0
104,jh7e24xu,,1,63,63,terminate,Results,2021-01-11 11:11:51.958696+00:00,1,,,0.00,104,,,,,,8,1,0,16,9,Chrome Test,53,6,Wette,22,E3,0,0,0.00,1,2,izulz3y4,,,,,0
105,zqrkzfkt,,1,63,63,terminate,Results,2021-01-11 11:11:51.986912+00:00,1,,,0.00,105,,,,,,8,2,0,16,9,Chrome Test,78,83,Lotterie,99,E3,0,0,0.00,1,2,izulz3y4,,,,,0
106,jzrufmjz,,1,63,63,terminate,Results,2021-01-11 11:11:52.011348+00:00,1,,,10.00,106,,,,,,8,2,0,16,9,Chrome Test,2,31,Lotterie,93,E3,0,0,0.00,1,2,izulz3y4,,,,,0
107,c0d0iipk,,1,63,63,terminate,Results,2021-01-11 11:11:52.040735+00:00,1,,,10.00,107,,,,,,8,2,0,16,9,Chrome Test,54,11,Wette,8,E2,0,0,0.00,1,2,izulz3y4,,,,,0
108,8lb1ddo5,,1,63,63,terminate,Results,2021-01-11 11:11:52.069147+00:00,1,,,10.00,108,,,,,,8,2,0,16,9,Chrome Test,95,17,Wette,66,E23,0,0,0.00,1,2,izulz3y4,,,,,0
109,wdb3gibc,,1,63,63,terminate,Results,2021-01-11 11:11:52.095448+00:00,1,,,0.00,109,,,,,,8,1,0,16,9,Chrome Test,29,25,Wette,88,E13,1,0,0.00,1,2,izulz3y4,,,,,0
110,nvb2lhdl,,1,63,63,terminate,Results,2021-01-11 11:11:52.122977+00:00,1,,,0.00,110,,,,,,8,2,0,16,9,Chrome Test,13,88,Lotterie,52,E3,1,0,0.00,1,2,izulz3y4,,,,,0
111,majk2yor,,1,63,63,terminate,Results,2021-01-11 11:11:52.152473+00:00,1,,,10.00,111,,,,,,8,2,0,16,9,Chrome Test,26,9,Wette,33,E3,0,0,0.00,1,2,izulz3y4,,,,,0
112,4jhsy4rn,,1,63,63,terminate,Results,2021-01-11 11:11:52.177879+00:00,1,,,10.00,112,,,,,,8,2,0,16,9,Chrome Test,61,29,Wette,11,E23,0,0,0.00,1,2,izulz3y4,,,,,0
113,gmg22ahj,,1,63,63,terminate,Results,2021-01-11 11:11:52.204809+00:00,1,,,0.00,113,,,,,,8,2,0,16,9,Chrome Test,45,49,Lotterie,61,E13,0,1,0.00,1,2,izulz3y4,,,,,0
114,vg5chc0w,,1,63,63,terminate,Results,2021-01-11 11:11:52.229177+00:00,1,,,10.00,114,,,,,,8,2,0,16,9,Chrome Test,57,43,Wette,63,E2,1,0,0.00,1,2,izulz3y4,,,,,0
115,j30aj6gh,,1,63,63,terminate,Results,2021-01-11 11:11:52.256572+00:00,1,,,10.00,115,,,,,,8,2,0,16,9,Chrome Test,23,28,Lotterie,35,E2,0,0,0.00,1,2,izulz3y4,,,,,0
116,7kexp3ps,,1,63,63,terminate,Results,2021-01-11 11:11:52.285791+00:00,1,,,10.00,116,,,,,,8,2,0,16,9,Chrome Test,97,86,Wette,31,E1,0,0,0.00,1,2,izulz3y4,,,,,0
117,222jrlrg,,1,63,63,terminate,Results,2021-01-11 11:11:52.310329+00:00,1,,,0.00,117,,,,,,8,1,0,16,9,Chrome Test,90,69,Wette,35,E13,0,0,0.00,1,2,izulz3y4,,,,,0
118,w4mdxdru,,1,63,63,terminate,Results,2021-01-11 11:11:52.336934+00:00,1,,,0.00,118,,,,,,8,2,0,16,9,Chrome Test,56,50,Wette,84,E3,0,0,0.00,1,2,izulz3y4,,,,,0
119,pwcopda7,,1,63,63,terminate,Results,2021-01-11 11:11:52.362784+00:00,1,,,10.00,119,,,,,,8,2,0,16,9,Chrome Test,1,5,Lotterie,16,E1,0,0,0.00,1,2,izulz3y4,,,,,0
120,oiwi1zow,,1,63,63,terminate,Results,2021-01-11 11:11:52.391107+00:00,1,,,10.00,120,,,,,,8,1,0,16,9,Chrome Test,66,58,Wette,38,E13,0,0,0.00,1,2,izulz3y4,,,,,0
121,0rky1jca,,1,63,63,terminate,Results,2021-01-11 11:11:52.510630+00:00,1,,,0.00,121,,,,,,8,1,0,16,9,Chrome Test,14,21,Lotterie,63,E1,0,0,0.00,1,2,izulz3y4,,,,,0
122,5sz6ccam,,1,63,63,terminate,Results,2021-01-11 11:11:52.541036+00:00,1,,,0.00,122,,,,,,8,2,0,16,9,Chrome Test,87,77,Wette,15,E13,0,0,0.00,1,2,izulz3y4,,,,,0
123,sj62j7st,,1,63,63,terminate,Results,2021-01-11 11:11:52.570696+00:00,1,,,10.00,123,,,,,,8,2,0,16,9,Chrome Test,37,16,Wette,19,E12,1,0,0.00,1,2,izulz3y4,,,,,0
124,hms52rhd,,1,63,63,terminate,Results,2021-01-11 11:11:52.603333+00:00,1,,,0.00,124,,,,,,8,1,0,16,9,Chrome Test,52,30,Wette,17,E2,0,0,0.00,1,2,izulz3y4,,,,,0
125,k4lohuy6,,1,63,63,terminate,Results,2021-01-11 11:11:52.632776+00:00,1,,,10.00,125,,,,,,8,2,0,16,9,Chrome Test,13,74,Lotterie,54,E13,1,0,0.00,1,2,izulz3y4,,,,,0
126,uzm97o7y,,1,63,63,terminate,Results,2021-01-11 11:11:52.658898+00:00,1,,,10.00,126,,,,,,8,1,0,16,9,Chrome Test,23,4,Wette,37,E12,1,0,0.00,1,2,izulz3y4,,,,,0
127,s8rajk7d,,1,63,63,terminate,Results,2021-01-11 11:11:52.687322+00:00,1,,,10.00,127,,,,,,8,1,0,16,9,Chrome Test,80,15,Wette,75,E13,1,0,0.00,1,2,izulz3y4,,,,,0
128,5bcqdeck,,1,63,63,terminate,Results,2021-01-11 11:11:52.716694+00:00,1,,,10.00,128,,,,,,8,2,0,16,9,Chrome Test,40,41,Lotterie,29,E2,1,0,0.00,1,2,izulz3y4,,,,,0
129,y2nbh6br,,1,63,63,terminate,Results,2021-01-11 11:11:52.749697+00:00,1,,,0.00,129,,,,,,8,1,0,16,9,Chrome Test,24,79,Lotterie,66,E1,1,0,0.00,1,2,izulz3y4,,,,,0
130,nimt6vqh,,1,63,63,terminate,Results,2021-01-11 11:11:52.777761+00:00,1,,,10.00,130,,,,,,8,2,0,16,9,Chrome Test,50,52,Lotterie,31,E12,1,0,0.00,1,2,izulz3y4,,,,,0
131,asi3pp4y,,1,63,63,terminate,Results,2021-01-11 11:11:52.815705+00:00,1,,,0.00,131,,,,,,8,1,0,16,9,Chrome Test,72,54,Wette,59,E13,1,0,0.00,1,2,izulz3y4,,,,,0
132,xy43zyvg,,1,63,63,terminate,Results,2021-01-11 11:11:52.853233+00:00,1,,,10.00,132,,,,,,8,2,0,16,9,Chrome Test,62,95,Lotterie,88,E12,1,0,0.00,1,2,izulz3y4,,,,,0
133,rsz1o84b,,1,63,63,terminate,Results,2021-01-11 11:11:52.892953+00:00,1,,,10.00,133,,,,,,8,1,0,16,9,Chrome Test,21,62,Lotterie,60,E2,1,0,0.00,1,2,izulz3y4,,,,,0
134,yj07whxk,,1,63,63,terminate,Results,2021-01-11 11:11:52.925283+00:00,1,,,0.00,134,,,,,,8,1,0,16,9,Chrome Test,25,39,Lotterie,80,E13,0,0,0.00,1,2,izulz3y4,,,,,0
135,dkem7mgn,,1,63,63,terminate,Results,2021-01-11 11:11:52.957569+00:00,1,,,10.00,135,,,,,,8,2,0,16,9,Chrome Test,72,85,Lotterie,72,E1,1,0,0.00,1,2,izulz3y4,,,,,0
136,uc9h6a0c,,1,63,63,terminate,Results,2021-01-11 11:11:52.990984+00:00,1,,,0.00,136,,,,,,8,2,0,16,9,Chrome Test,32,14,Wette,16,E2,0,0,0.00,1,2,izulz3y4,,,,,0
137,50ncn8su,,1,63,63,terminate,Results,2021-01-11 11:11:53.020408+00:00,1,,,10.00,137,,,,,,8,1,0,16,9,Chrome Test,51,72,Lotterie,68,E1,1,0,0.00,1,2,izulz3y4,,,,,0
138,0e2qk77m,,1,63,63,terminate,Results,2021-01-11 11:11:53.050274+00:00,1,,,10.00,138,,,,,,8,2,0,16,9,Chrome Test,1,76,Lotterie,83,E2,0,0,0.00,1,2,izulz3y4,,,,,0
139,2vy8oklr,,1,63,63,terminate,Results,2021-01-11 11:11:53.076646+00:00,1,,,0.00,139,,,,,,8,1,0,16,9,Chrome Test,89,60,Wette,53,E23,0,0,0.00,1,2,izulz3y4,,,,,0
140,1oygx29b,,1,63,63,terminate,Results,2021-01-11 11:11:53.104110+00:00,1,,,0.00,140,,,,,,8,1,0,16,9,Chrome Test,39,53,Lotterie,87,E23,0,0,0.00,1,2,izulz3y4,,,,,0
141,l3w19lcu,,1,63,63,terminate,Results,2021-01-11 11:11:53.128859+00:00,1,,,0.00,141,,,,,,8,1,0,16,9,Chrome Test,38,39,Lotterie,34,E1,1,0,0.00,1,2,izulz3y4,,,,,0
142,e6wekypg,,1,63,63,terminate,Results,2021-01-11 11:11:53.156906+00:00,1,,,10.00,142,,,,,,8,1,0,16,9,Chrome Test,27,22,Wette,87,E23,1,0,0.00,1,2,izulz3y4,,,,,0
143,nam6dgqt,,1,63,63,terminate,Results,2021-01-11 11:11:53.184883+00:00,1,,,10.00,143,,,,,,8,2,0,16,9,Chrome Test,23,67,Lotterie,65,E3,1,0,0.00,1,2,izulz3y4,,,,,0
144,42p35k8k,,1,63,63,terminate,Results,2021-01-11 11:11:53.208925+00:00,1,,,0.00,144,,,,,,8,2,0,16,9,Chrome Test,17,3,Wette,31,E3,0,0,0.00,1,2,izulz3y4,,,,,0
145,d2i6fq8l,,1,63,63,terminate,Results,2021-01-11 11:11:53.235680+00:00,1,,,10.00,145,,,,,,8,2,0,16,9,Chrome Test,12,28,Lotterie,52,E1,0,0,0.00,1,2,izulz3y4,,,,,0
146,x0yu5scu,,1,63,63,terminate,Results,2021-01-11 11:11:53.260626+00:00,1,,,10.00,146,,,,,,8,1,0,16,9,Chrome Test,41,42,Lotterie,69,E13,0,0,0.00,1,2,izulz3y4,,,,,0
147,3z5tg349,,1,63,63,terminate,Results,2021-01-11 11:11:53.293378+00:00,1,,,10.00,147,,,,,,8,1,0,16,9,Chrome Test,1,57,Lotterie,15,E23,1,0,0.00,1,2,izulz3y4,,,,,0
148,b7w6id0c,,1,63,63,terminate,Results,2021-01-11 11:11:53.320820+00:00,1,,,10.00,148,,,,,,8,1,0,16,9,Chrome Test,13,82,Lotterie,68,E1,1,1,10.00,1,2,izulz3y4,,,,,0
149,qb12lk1u,,1,63,63,terminate,Results,2021-01-11 11:11:53.346155+00:00,1,,,0.00,149,,,,,,8,2,0,16,9,Chrome Test,95,65,Wette,4,E1,0,0,0.00,1,2,izulz3y4,,,,,0
150,mejc0n4w,,1,63,63,terminate,Results,2021-01-11 11:11:53.373150+00:00,1,,,0.00,150,,,,,,8,2,0,16,9,Chrome Test,58,95,Lotterie,81,E1,1,0,0.00,1,2,izulz3y4,,,,,0
151,86i31vh0,,1,63,63,terminate,Results,2021-01-11 11:11:53.403401+00:00,1,,,0.00,151,,,,,,8,2,0,16,9,Chrome Test,54,1,Wette,81,E3,0,0,0.00,1,2,izulz3y4,,,,,0
152,q3y7jdbn,,1,63,63,terminate,Results,2021-01-11 11:11:53.427501+00:00,1,,,10.00,152,,,,,,8,1,0,16,9,Chrome Test,8,45,Lotterie,38,E2,1,0,0.00,1,2,izulz3y4,,,,,0
153,rmpypj4v,,1,63,63,terminate,Results,2021-01-11 11:11:53.454116+00:00,1,,,0.00,153,,,,,,8,1,0,16,9,Chrome Test,95,50,Wette,51,E3,0,0,0.00,1,2,izulz3y4,,,,,0
154,1hmcfb2t,,1,63,63,terminate,Results,2021-01-11 11:11:53.480596+00:00,1,,,10.00,154,,,,,,8,2,0,16,9,Chrome Test,30,27,Wette,75,E13,0,0,0.00,1,2,izulz3y4,,,,,0
155,doquv669,,1,63,63,terminate,Results,2021-01-11 11:11:53.506641+00:00,1,,,10.00,155,,,,,,8,2,0,16,9,Chrome Test,33,33,Lotterie,10,E13,1,1,10.00,1,2,izulz3y4,,,,,0
156,qyqofjbs,,1,63,63,terminate,Results,2021-01-11 11:11:53.542512+00:00,1,,,0.00,156,,,,,,8,2,0,16,9,Chrome Test,86,58,Wette,54,E12,1,0,0.00,1,2,izulz3y4,,,,,0
157,ixo1fucr,,1,63,63,terminate,Results,2021-01-11 11:11:53.583669+00:00,1,,,10.00,157,,,,,,8,2,0,16,9,Chrome Test,4,89,Lotterie,23,E13,1,0,0.00,1,2,izulz3y4,,,,,0
158,czynd1kz,,1,63,63,terminate,Results,2021-01-11 11:11:53.616740+00:00,1,,,0.00,158,,,,,,8,2,0,16,9,Chrome Test,83,88,Lotterie,22,E1,1,0,0.00,1,2,izulz3y4,,,,,0
159,fl7memcv,,1,63,63,terminate,Results,2021-01-11 11:11:53.643995+00:00,1,,,0.00,159,,,,,,8,1,0,16,9,Chrome Test,7,75,Lotterie,94,E12,0,0,0.00,1,2,izulz3y4,,,,,0
160,ilj0dlgw,,1,63,63,terminate,Results,2021-01-11 11:11:53.673892+00:00,1,,,0.00,160,,,,,,8,2,0,16,9,Chrome Test,44,6,Wette,89,E23,0,0,0.00,1,2,izulz3y4,,,,,0
161,fggr4guu,,1,63,63,terminate,Results,2021-01-11 11:11:53.703729+00:00,1,,,10.00,161,,,,,,8,1,0,16,9,Chrome Test,77,36,Wette,87,E3,0,0,0.00,1,2,izulz3y4,,,,,0
162,em2zd2bp,,1,63,63,terminate,Results,2021-01-11 11:11:53.735821+00:00,1,,,10.00,162,,,,,,8,2,0,16,9,Chrome Test,6,62,Lotterie,13,E13,1,0,0.00,1,2,izulz3y4,,,,,0
163,v4u0i3rd,,1,63,63,terminate,Results,2021-01-11 11:11:53.769166+00:00,1,,,10.00,163,,,,,,8,2,0,16,9,Chrome Test,78,40,Wette,35,E2,1,0,0.00,1,2,izulz3y4,,,,,0
164,7nbmv1i8,,1,63,63,terminate,Results,2021-01-11 11:11:53.803140+00:00,1,,,0.00,164,,,,,,8,1,0,16,9,Chrome Test,16,34,Lotterie,94,E3,0,1,0.00,1,2,izulz3y4,,,,,0
165,g9poy52j,,1,63,63,terminate,Results,2021-01-11 11:11:53.836566+00:00,1,,,0.00,165,,,,,,8,1,0,16,9,Chrome Test,11,27,Lotterie,9,E23,1,0,0.00,1,2,izulz3y4,,,,,0
166,ad1ixx32,,1,63,63,terminate,Results,2021-01-11 11:11:53.872108+00:00,1,,,10.00,166,,,,,,8,1,0,16,9,Chrome Test,69,48,Wette,51,E2,1,0,0.00,1,2,izulz3y4,,,,,0
167,t2tjz1px,,1,63,63,terminate,Results,2021-01-11 11:11:53.906615+00:00,1,,,0.00,167,,,,,,8,1,0,16,9,Chrome Test,75,1,Wette,15,E1,1,0,0.00,1,2,izulz3y4,,,,,0
168,pf8fxjym,,1,63,63,terminate,Results,2021-01-11 11:11:53.941964+00:00,1,,,10.00,168,,,,,,8,2,0,16,9,Chrome Test,4,91,Lotterie,65,E13,1,0,0.00,1,2,izulz3y4,,,,,0
169,lyb4n0gn,,1,63,63,terminate,Results,2021-01-11 11:11:54.072963+00:00,1,,,0.00,169,,,,,,8,1,0,16,9,Chrome Test,91,40,Wette,56,E13,1,0,0.00,1,2,izulz3y4,,,,,0
170,ggadopek,,1,63,63,terminate,Results,2021-01-11 11:11:54.103993+00:00,1,,,10.00,170,,,,,,8,1,0,16,9,Chrome Test,86,60,Wette,62,E2,0,0,0.00,1,2,izulz3y4,,,,,0
171,0ypwygxm,,1,63,63,terminate,Results,2021-01-11 11:11:54.134831+00:00,1,,,10.00,171,,,,,,8,2,0,16,9,Chrome Test,59,37,Wette,64,E23,1,1,10.00,1,2,izulz3y4,,,,,0
172,jwc8fbnz,,1,63,63,terminate,Results,2021-01-11 11:11:54.167855+00:00,1,,,10.00,172,,,,,,8,1,0,16,9,Chrome Test,59,63,Lotterie,75,E3,0,0,0.00,1,2,izulz3y4,,,,,0
173,c8seksxz,,1,63,63,terminate,Results,2021-01-11 11:11:54.203584+00:00,1,,,0.00,173,,,,,,8,2,0,16,9,Chrome Test,31,53,Lotterie,15,E3,1,0,0.00,1,2,izulz3y4,,,,,0
174,wq9qn73g,,1,63,63,terminate,Results,2021-01-11 11:11:54.236100+00:00,1,,,10.00,174,,,,,,8,1,0,16,9,Chrome Test,48,14,Wette,43,E2,0,0,0.00,1,2,izulz3y4,,,,,0
175,yfkokbj5,,1,63,63,terminate,Results,2021-01-11 11:11:54.273281+00:00,1,,,10.00,175,,,,,,8,1,0,16,9,Chrome Test,78,67,Wette,66,E2,1,0,0.00,1,2,izulz3y4,,,,,0
176,sjqrkn6d,,1,63,63,terminate,Results,2021-01-11 11:11:54.307756+00:00,1,,,10.00,176,,,,,,8,2,0,16,9,Chrome Test,15,5,Wette,14,E23,1,0,0.00,1,2,izulz3y4,,,,,0
177,aprtxzy2,,1,63,63,terminate,Results,2021-01-11 11:11:54.343900+00:00,1,,,10.00,177,,,,,,8,2,0,16,9,Chrome Test,28,27,Wette,5,E23,0,0,0.00,1,2,izulz3y4,,,,,0
178,n7vphm47,,1,63,63,terminate,Results,2021-01-11 11:11:54.388385+00:00,1,,,10.00,178,,,,,,8,1,0,16,9,Chrome Test,53,76,Lotterie,87,E23,0,0,0.00,1,2,izulz3y4,,,,,0
179,lsxx423s,,1,63,63,terminate,Results,2021-01-11 11:11:54.421042+00:00,1,,,0.00,179,,,,,,8,1,0,16,9,Chrome Test,36,34,Wette,12,E12,1,0,0.00,1,2,izulz3y4,,,,,0
180,y201w99q,,1,63,63,terminate,Results,2021-01-11 11:11:54.456488+00:00,1,,,0.00,180,,,,,,8,1,0,16,9,Chrome Test,30,73,Lotterie,4,E13,1,0,0.00,1,2,izulz3y4,,,,,0
181,x1v8krez,,1,63,63,terminate,Results,2021-01-11 11:11:54.489597+00:00,1,,,10.00,181,,,,,,8,1,0,16,9,Chrome Test,8,18,Lotterie,21,E12,0,0,0.00,1,2,izulz3y4,,,,,0
182,lk1sfjj0,,1,63,63,terminate,Results,2021-01-11 11:11:54.521707+00:00,1,,,0.00,182,,,,,,8,2,0,16,9,Chrome Test,54,69,Lotterie,18,E2,1,0,0.00,1,2,izulz3y4,,,,,0
183,8ju4dona,,1,63,63,terminate,Results,2021-01-11 11:11:54.554486+00:00,1,,,10.00,183,,,,,,8,1,0,16,9,Chrome Test,68,73,Lotterie,16,E23,1,0,0.00,1,2,izulz3y4,,,,,0
184,ebbanzve,,1,63,63,terminate,Results,2021-01-11 11:11:54.591057+00:00,1,,,10.00,184,,,,,,8,1,0,16,9,Chrome Test,68,8,Wette,44,E3,0,0,0.00,1,2,izulz3y4,,,,,0
185,s7fs0spo,,1,63,63,terminate,Results,2021-01-11 11:11:54.621044+00:00,1,,,10.00,185,,,,,,8,1,0,16,9,Chrome Test,6,59,Lotterie,10,E2,1,0,0.00,1,2,izulz3y4,,,,,0
186,r5sxartc,,1,63,63,terminate,Results,2021-01-11 11:11:54.653672+00:00,1,,,0.00,186,,,,,,8,1,0,16,9,Chrome Test,73,99,Lotterie,92,E3,1,0,0.00,1,2,izulz3y4,,,,,0
187,76hm2e3s,,1,63,63,terminate,Results,2021-01-11 11:11:54.683327+00:00,1,,,0.00,187,,,,,,8,1,0,16,9,Chrome Test,14,54,Lotterie,59,E3,0,0,0.00,1,2,izulz3y4,,,,,0
188,8d95ayju,,1,63,63,terminate,Results,2021-01-11 11:11:54.710337+00:00,1,,,10.00,188,,,,,,8,1,0,16,9,Chrome Test,18,11,Wette,50,E3,0,0,0.00,1,2,izulz3y4,,,,,0
189,vvuovnmi,,1,63,63,terminate,Results,2021-01-11 11:11:54.738822+00:00,1,,,10.00,189,,,,,,8,1,0,16,9,Chrome Test,41,31,Wette,86,E13,0,0,0.00,1,2,izulz3y4,,,,,0
190,47ewrtbh,,1,63,63,terminate,Results,2021-01-11 11:11:54.769755+00:00,1,,,0.00,190,,,,,,8,2,0,16,9,Chrome Test,96,91,Wette,34,E13,1,0,0.00,1,2,izulz3y4,,,,,0
191,db6so7pg,,1,63,63,terminate,Results,2021-01-11 11:11:54.799540+00:00,1,,,0.00,191,,,,,,8,1,0,16,9,Chrome Test,17,87,Lotterie,19,E2,1,0,0.00,1,2,izulz3y4,,,,,0
192,ueqcdxx4,,1,63,63,terminate,Results,2021-01-11 11:11:54.827781+00:00,1,,,0.00,192,,,,,,8,2,0,16,9,Chrome Test,3,25,Lotterie,13,E1,1,0,0.00,1,2,izulz3y4,,,,,0
193,v5mq8spu,,1,63,63,terminate,Results,2021-01-11 11:11:54.856957+00:00,1,,,10.00,193,,,,,,8,1,0,16,9,Chrome Test,6,31,Lotterie,6,E23,1,0,0.00,1,2,izulz3y4,,,,,0
194,l0nk1siz,,1,63,63,terminate,Results,2021-01-11 11:11:54.887838+00:00,1,,,10.00,194,,,,,,8,2,0,16,9,Chrome Test,46,65,Lotterie,18,E2,1,0,0.00,1,2,izulz3y4,,,,,0
195,4b0jr92p,,1,63,63,terminate,Results,2021-01-11 11:11:54.917187+00:00,1,,,0.00,195,,,,,,8,1,0,16,9,Chrome Test,74,19,Wette,73,E3,0,0,0.00,1,2,izulz3y4,,,,,0
196,zwa4eyyi,,1,63,63,terminate,Results,2021-01-11 11:11:54.947745+00:00,1,,,0.00,196,,,,,,8,2,0,16,9,Chrome Test,40,88,Lotterie,7,E12,1,0,0.00,1,2,izulz3y4,,,,,0
197,r1pktfev,,1,63,63,terminate,Results,2021-01-11 11:11:54.976578+00:00,1,,,10.00,197,,,,,,8,2,0,16,9,Chrome Test,85,85,Lotterie,39,E3,1,0,0.00,1,2,izulz3y4,,,,,0
