participant.label,surprise,communication,stage,treated,E1,E12,E13,E2,E23,E3,mc,ms,b,a,ed,completion_time,wrong_answer_1,wrong_answer_2,participant.time_started_utc,comprehension,age_18_34,age_35_52,age_53_plus,female,high_education,high_income,married,parentship,high_temperature,high_usage,high_general_risk,high_weather_risk,high_accuracy,high_credibility
e752fbfd76706e446b78cce2df60b4e8,FALSE,interval,1,FALSE,19.5,59.5,24.5,49.5,59.5,49.5,0.478333333333333,0.395,0.126666666666667,0.75,81.939001702486,1097,0,0,2021-09-06T12:06:00.999727Z,yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
e752fbfd76706e446b78cce2df60b4e8,FALSE,interval,2,TRUE,89.5,59.5,9.5,66.5,89.5,69.5,0.528333333333333,0.751666666666667,-0.28,1.67,81.939001702486,1097,0,0,2021-09-06T12:06:00.999727Z,yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
20e9f18a1134cb552d7a26d071a12b23,TRUE,both,1,FALSE,49.5,49.5,49.5,49.5,49.5,49.5,0.495,0.495,0.01,1,0,1495,1,1,2021-09-06T12:06:05.363553Z,rather not,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
20e9f18a1134cb552d7a26d071a12b23,TRUE,both,2,TRUE,49.5,49.5,49.5,49.5,49.5,49.5,0.495,0.495,0.01,1,0,1495,1,1,2021-09-06T12:06:05.363553Z,rather not,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
aa13d2faf9f050acc90091475be12cd7,FALSE,point,1,FALSE,49.5,29.5,49.5,39.5,29.5,49.5,0.361666666666667,0.461666666666667,0.176666666666667,1.3,46.9041575982343,1270,0,0,2021-09-06T12:08:43.444003Z,rather yes,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
aa13d2faf9f050acc90091475be12cd7,FALSE,point,2,TRUE,59.5,59.5,39.5,49.5,59.5,39.5,0.528333333333333,0.495,-0.0233333333333333,0.9,46.9041575982343,1270,0,0,2021-09-06T12:08:43.444003Z,rather yes,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
8a7215e9d0a6632994848d84975bba59,TRUE,point,1,FALSE,33.5,66.5,66.5,33.5,66.5,33.5,0.665,0.335,0,0.0099999999999999,0,797,0,0,2021-09-06T12:09:08.621809Z,rather yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
8a7215e9d0a6632994848d84975bba59,TRUE,point,2,TRUE,33.5,66.5,66.5,33.5,66.5,33.5,0.665,0.335,0,0.0099999999999999,0,797,0,0,2021-09-06T12:09:08.621809Z,rather yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
6c7c2ade43f1154aafe20992a87755ac,TRUE,point,1,FALSE,59.5,79.5,49.5,74.5,79.5,59.5,0.695,0.645,-0.34,0.85,58.5234995535981,854,0,0,2021-09-06T12:10:47.334394Z,yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
6c7c2ade43f1154aafe20992a87755ac,TRUE,point,2,TRUE,89.5,79.5,49.5,39.5,49.5,39.5,0.595,0.561666666666667,-0.156666666666667,0.9,58.5234995535981,854,0,0,2021-09-06T12:10:47.334394Z,yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
347ad8006a769857a3534eca0a797fe4,FALSE,both,1,FALSE,89.5,69.5,59.5,89.5,49.5,59.5,0.595,0.795,-0.39,1.6,51.9615242270663,885,0,0,2021-09-06T12:12:02.975967Z,rather yes,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
347ad8006a769857a3534eca0a797fe4,FALSE,both,2,TRUE,89.5,59.5,89.5,69.5,79.5,39.5,0.761666666666667,0.661666666666667,-0.423333333333333,0.7,51.9615242270663,885,0,0,2021-09-06T12:12:02.975967Z,rather yes,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
38c917ebe4cf74670e5f03af3e62df0e,FALSE,interval,1,FALSE,36.5,59.5,46.5,38.5,61.5,37.5,0.558333333333333,0.375,0.0666666666666667,0.45,36.7287353444139,959,0,0,2021-09-06T12:12:41.483963Z,yes,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
38c917ebe4cf74670e5f03af3e62df0e,FALSE,interval,2,TRUE,37.5,75.5,77.5,41.5,72.5,36.5,0.751666666666667,0.385,-0.136666666666667,-0.1,36.7287353444139,959,0,0,2021-09-06T12:12:41.483963Z,yes,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
7a3b788aefcea8f242d15d928b17760a,TRUE,both,1,FALSE,38.5,39.5,34.5,55.5,34.5,35.5,0.361666666666667,0.431666666666667,0.206666666666667,1.21,40.348482003664,807,1,1,2021-09-06T12:14:54.655201Z,rather yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
7a3b788aefcea8f242d15d928b17760a,TRUE,both,2,TRUE,55.5,55.5,55.5,44.5,45.5,55.5,0.521666666666667,0.518333333333333,-0.0399999999999999,0.99,40.348482003664,807,1,1,2021-09-06T12:14:54.655201Z,rather yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
bab1a4a5ec46124bee8df3653a91e863,TRUE,interval,1,FALSE,49.5,49.5,56.5,45.5,69.5,36.5,0.585,0.438333333333333,-0.0233333333333333,0.56,81.700673191841,851,0,0,2021-09-06T12:15:59.208911Z,yes,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
bab1a4a5ec46124bee8df3653a91e863,TRUE,interval,2,TRUE,24.5,26.5,78.5,79.5,89.5,95.5,0.648333333333333,0.665,-0.313333333333333,1.05,81.700673191841,851,0,0,2021-09-06T12:15:59.208911Z,yes,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
6e0f2475a94e249406c24907f71f06d4,TRUE,point,1,FALSE,98.5,84.5,74.5,79.5,99.5,49.5,0.861666666666667,0.758333333333333,-0.62,0.69,74,1031,0,0,2021-09-06T12:16:21.806463Z,rather yes,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
6e0f2475a94e249406c24907f71f06d4,TRUE,point,2,TRUE,99.5,99.5,84.5,44.5,44.5,19.5,0.761666666666667,0.545,-0.306666666666667,0.35,74,1031,0,0,2021-09-06T12:16:21.806463Z,rather yes,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
06a5eb91de0fb47ad04e11ed7f7f7bf6,TRUE,interval,1,FALSE,19.5,67.5,69.5,29.5,59.5,49.5,0.655,0.328333333333333,0.0166666666666666,0.02,84.3504593941254,892,0,0,2021-09-06T12:18:18.079488Z,rather yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
06a5eb91de0fb47ad04e11ed7f7f7bf6,TRUE,interval,2,TRUE,0.5,89.5,79.5,0.5,4.5,1.5,0.578333333333333,0.00833333333333333,0.413333333333333,-0.71,84.3504593941254,892,0,0,2021-09-06T12:18:18.079488Z,rather yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4cc61bd2f968f8b36844da0375d799dc,TRUE,interval,1,FALSE,49.5,79.5,69.5,49.5,69.5,67.5,0.728333333333333,0.555,-0.283333333333333,0.48,32.542280190546,860,0,0,2021-09-06T12:18:31.870446Z,rather not,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4cc61bd2f968f8b36844da0375d799dc,TRUE,interval,2,TRUE,44.5,69.5,74.5,44.5,79.5,39.5,0.745,0.428333333333333,-0.173333333333333,0.05,32.542280190546,860,0,0,2021-09-06T12:18:31.870446Z,rather not,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
443d91a68103e594089b788f5f6fbd05,FALSE,both,1,FALSE,33.5,66.5,32.5,33.5,66.5,65.5,0.551666666666667,0.441666666666667,0.00666666666666671,0.67,34,1421,0,0,2021-09-06T12:18:53.984286Z,yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
443d91a68103e594089b788f5f6fbd05,FALSE,both,2,TRUE,33.5,66.5,66.5,33.5,66.5,65.5,0.665,0.441666666666667,-0.106666666666667,0.33,34,1421,0,0,2021-09-06T12:18:53.984286Z,yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
c3e93588840a3475a8322ec3a80a6b68,FALSE,interval,1,FALSE,12.5,69.5,44.5,39.5,89.5,23.5,0.678333333333333,0.251666666666667,0.0700000000000001,-0.28,63.9921870231046,1090,0,0,2021-09-06T12:20:35.199001Z,rather not,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
c3e93588840a3475a8322ec3a80a6b68,FALSE,interval,2,TRUE,9.5,32.5,33.5,9.5,69.5,59.5,0.451666666666667,0.261666666666667,0.286666666666667,0.43,63.9921870231046,1090,0,0,2021-09-06T12:20:35.199001Z,rather not,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
362002dec72a383822283aeecac20140,TRUE,both,1,FALSE,39.5,69.5,59.5,34.5,69.5,39.5,0.661666666666667,0.378333333333333,-0.0400000000000001,0.15,26.4764045897475,857,0,0,2021-09-06T12:21:05.492761Z,yes,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
362002dec72a383822283aeecac20140,TRUE,both,2,TRUE,40.5,74.5,39.5,29.5,74.5,24.5,0.628333333333333,0.315,0.0566666666666666,0.0599999999999997,26.4764045897475,857,0,0,2021-09-06T12:21:05.492761Z,yes,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
bc0170d5d313f6d86d7b4a66b11d6d85,TRUE,point,1,FALSE,49.5,49.5,49.5,49.5,49.5,49.5,0.495,0.495,0.01,1,0,529,0,0,2021-09-06T12:21:50.817231Z,rather not,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
bc0170d5d313f6d86d7b4a66b11d6d85,TRUE,point,2,TRUE,49.5,49.5,49.5,49.5,49.5,49.5,0.495,0.495,0.01,1,0,529,0,0,2021-09-06T12:21:50.817231Z,rather not,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
823b32655fff7657514691f8b2ee14e8,FALSE,both,1,FALSE,65.5,66.5,79.5,84.5,66.5,49.5,0.708333333333333,0.665,-0.373333333333333,0.87,59.6657355607052,1151,0,0,2021-09-06T12:21:55.620280Z,rather not,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
823b32655fff7657514691f8b2ee14e8,FALSE,both,2,TRUE,64.5,66.5,54.5,54.5,63.5,4.5,0.615,0.411666666666667,-0.0266666666666666,0.39,59.6657355607052,1151,0,0,2021-09-06T12:21:55.620280Z,rather not,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
40b3d1c9f88b268455395b5267f3faa5,TRUE,interval,1,FALSE,42.5,97.5,58.5,58.5,59.5,60.5,0.718333333333333,0.538333333333333,-0.256666666666667,0.46,77.9679421300832,1457,0,0,2021-09-06T12:22:04.049614Z,rather yes,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
40b3d1c9f88b268455395b5267f3faa5,TRUE,interval,2,TRUE,71.5,29.5,58.5,65.5,36.5,54.5,0.415,0.638333333333333,-0.0533333333333333,1.67,77.9679421300832,1457,0,0,2021-09-06T12:22:04.049614Z,rather yes,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
66c1eb30506bb16c4820fcfa2d31ab40,TRUE,interval,1,FALSE,39.5,39.5,39.5,39.5,49.5,39.5,0.428333333333333,0.395,0.176666666666667,0.9,10,2709,0,0,2021-09-06T12:24:13.668047Z,rather yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
66c1eb30506bb16c4820fcfa2d31ab40,TRUE,interval,2,TRUE,39.5,39.5,39.5,39.5,39.5,39.5,0.395,0.395,0.21,1,10,2709,0,0,2021-09-06T12:24:13.668047Z,rather yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
7d842381e54a4a770cf4720af7565414,TRUE,interval,1,FALSE,11.5,18.5,14.5,11.5,17.5,17.5,0.168333333333333,0.135,0.696666666666667,0.9,4.35889894354067,435,13,10,2021-09-06T12:24:15.926539Z,rather not,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
7d842381e54a4a770cf4720af7565414,TRUE,interval,2,TRUE,12.5,16.5,13.5,11.5,14.5,15.5,0.148333333333333,0.131666666666667,0.72,0.95,4.35889894354067,435,13,10,2021-09-06T12:24:15.926539Z,rather not,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
c9e922e085a51d0a98a9ce8fefbbf63e,FALSE,point,1,FALSE,98.5,49.5,69.5,49.5,49.5,79.5,0.561666666666667,0.758333333333333,-0.32,1.59,41.3642357598929,896,0,1,2021-09-06T12:24:58.337834Z,yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
c9e922e085a51d0a98a9ce8fefbbf63e,FALSE,point,2,TRUE,79.5,49.5,69.5,74.5,74.5,89.5,0.645,0.811666666666667,-0.456666666666667,1.5,41.3642357598929,896,0,1,2021-09-06T12:24:58.337834Z,yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
e5becb25447dac06bde2c17eb5009113,FALSE,point,1,FALSE,39.5,29.5,39.5,49.5,39.5,29.5,0.361666666666667,0.395,0.243333333333333,1.1,45,555,0,2,2021-09-06T12:25:22.440056Z,rather not,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
e5becb25447dac06bde2c17eb5009113,FALSE,point,2,TRUE,24.5,19.5,19.5,19.5,19.5,29.5,0.195,0.245,0.56,1.15,45,555,0,2,2021-09-06T12:25:22.440056Z,rather not,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
f54c37422c3bafaf06be3a8e6c28feb3,TRUE,point,1,FALSE,79.5,79.5,79.5,79.5,79.5,79.5,0.795,0.795,-0.59,1,14.142135623731,2616,1,0,2021-09-06T12:25:46.412131Z,yes,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
f54c37422c3bafaf06be3a8e6c28feb3,TRUE,point,2,TRUE,69.5,79.5,69.5,79.5,79.5,79.5,0.761666666666667,0.761666666666667,-0.523333333333333,1,14.142135623731,2616,1,0,2021-09-06T12:25:46.412131Z,yes,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
a1c0328fea41b0091d7999d9381ebae7,TRUE,point,1,FALSE,9.5,98.5,86.5,46.5,98.5,21.5,0.945,0.258333333333333,-0.203333333333333,-1.06,152.138095163572,3539,0,0,2021-09-06T12:26:13.147346Z,rather yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
a1c0328fea41b0091d7999d9381ebae7,TRUE,point,2,TRUE,49.5,0.5,49.5,10.5,4.5,0.5,0.181666666666667,0.201666666666667,0.616666666666667,1.06,152.138095163572,3539,0,0,2021-09-06T12:26:13.147346Z,rather yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
a248b10a64614fa1d32e4c5f3241d68a,TRUE,both,1,FALSE,0.5,0.5,66.5,0.5,0.5,0.5,0.225,0.005,0.77,0.34,66,1449,1,0,2021-09-06T12:27:02.746492Z,rather not,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
a248b10a64614fa1d32e4c5f3241d68a,TRUE,both,2,TRUE,0.5,0.5,0.5,0.5,0.5,0.5,0.005,0.005,0.99,1,66,1449,1,0,2021-09-06T12:27:02.746492Z,rather not,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
465fb558da8aa385d8356d0e3181078b,TRUE,both,1,FALSE,79.5,74.5,74.5,74.5,88.5,78.5,0.791666666666667,0.775,-0.566666666666667,0.95,82.2374610503024,504,0,0,2021-09-06T12:27:24.411123Z,rather yes,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
465fb558da8aa385d8356d0e3181078b,TRUE,both,2,TRUE,99.5,88.5,76.5,89.5,11.5,75.5,0.588333333333333,0.881666666666667,-0.47,1.88,82.2374610503024,504,0,0,2021-09-06T12:27:24.411123Z,rather yes,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
91a446453b36ad51f883be273b71d299,FALSE,interval,1,FALSE,32.5,65.5,69.5,24.5,69.5,29.5,0.681666666666667,0.288333333333333,0.0299999999999999,-0.18,86.2902080192185,483,1,0,2021-09-06T12:27:25.708575Z,yes,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
91a446453b36ad51f883be273b71d299,FALSE,interval,2,TRUE,19.5,49.5,19.5,89.5,59.5,43.5,0.428333333333333,0.508333333333333,0.0633333333333334,1.24,86.2902080192185,483,1,0,2021-09-06T12:27:25.708575Z,yes,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
80962cb766ed41dfbbab406501a4f69a,FALSE,both,1,FALSE,49.5,49.5,49.5,39.5,39.5,49.5,0.461666666666667,0.461666666666667,0.0766666666666667,1,60.2079728939615,993,0,0,2021-09-06T12:28:51.642141Z,rather yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
80962cb766ed41dfbbab406501a4f69a,FALSE,both,2,TRUE,44.5,49.5,49.5,79.5,79.5,69.5,0.595,0.645,-0.24,1.15,60.2079728939615,993,0,0,2021-09-06T12:28:51.642141Z,rather yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15b1a1b661716e311a2167ae8325e7a1,TRUE,interval,1,FALSE,33.5,54.5,66.5,52.5,59.5,49.5,0.601666666666667,0.451666666666667,-0.0533333333333333,0.55,36.3593179253957,470,0,0,2021-09-06T12:29:00.559692Z,rather yes,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
15b1a1b661716e311a2167ae8325e7a1,TRUE,interval,2,TRUE,49.5,56.5,58.5,65.5,32.5,39.5,0.491666666666667,0.515,-0.00666666666666665,1.07,36.3593179253957,470,0,0,2021-09-06T12:29:00.559692Z,rather yes,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
37042693566194155383189a6abe2cab,TRUE,point,1,FALSE,34.5,59.5,59.5,39.5,64.5,39.5,0.611666666666667,0.378333333333333,0.0099999999999999,0.3,33.9116499156263,1340,0,0,2021-09-06T12:29:06.761421Z,rather yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
37042693566194155383189a6abe2cab,TRUE,point,2,TRUE,34.5,59.5,49.5,34.5,39.5,59.5,0.495,0.428333333333333,0.0766666666666667,0.8,33.9116499156263,1340,0,0,2021-09-06T12:29:06.761421Z,rather yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
278a0ed83f0e434273d3198faf05f27b,TRUE,both,1,FALSE,19.5,39.5,24.5,39.5,19.5,29.5,0.278333333333333,0.295,0.426666666666667,1.05,51.720402163943,640,2,1,2021-09-06T12:29:41.777814Z,rather not,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
278a0ed83f0e434273d3198faf05f27b,TRUE,both,2,TRUE,49.5,29.5,59.5,59.5,24.5,34.5,0.378333333333333,0.478333333333333,0.143333333333333,1.3,51.720402163943,640,2,1,2021-09-06T12:29:41.777814Z,rather not,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
cd1ebd3e4ce6071cbdd4b73ab9e12c12,TRUE,point,1,FALSE,49.5,49.5,44.5,49.5,49.5,48.5,0.478333333333333,0.491666666666667,0.03,1.04,5.09901951359278,884,0,0,2021-09-06T12:29:44.328293Z,rather yes,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
cd1ebd3e4ce6071cbdd4b73ab9e12c12,TRUE,point,2,TRUE,49.5,49.5,49.5,49.5,49.5,49.5,0.495,0.495,0.01,1,5.09901951359278,884,0,0,2021-09-06T12:29:44.328293Z,rather yes,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
57856e622ab1ec9d9032d44761289e53,FALSE,interval,1,FALSE,34.5,34.5,34.5,34.5,34.5,34.5,0.345,0.345,0.31,1,0,521,0,0,2021-09-06T12:29:49.570848Z,rather yes,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
57856e622ab1ec9d9032d44761289e53,FALSE,interval,2,TRUE,34.5,34.5,34.5,34.5,34.5,34.5,0.345,0.345,0.31,1,0,521,0,0,2021-09-06T12:29:49.570848Z,rather yes,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
052b4f206a18d222b9d08392ef6c7bc9,FALSE,interval,1,FALSE,41.5,55.5,34.5,32.5,79.5,35.5,0.565,0.365,0.0700000000000001,0.4,32.8481354113137,567,1,0,2021-09-06T12:32:43.907597Z,rather yes,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
052b4f206a18d222b9d08392ef6c7bc9,FALSE,interval,2,TRUE,51.5,69.5,49.5,49.5,69.5,48.5,0.628333333333333,0.498333333333333,-0.126666666666667,0.61,32.8481354113137,567,1,0,2021-09-06T12:32:43.907597Z,rather yes,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
98a3bfead5e91f95b0a693f093c2b05c,FALSE,both,1,FALSE,79.5,79.5,66.5,99.5,99.5,49.5,0.818333333333333,0.761666666666667,-0.58,0.83,48.4767985741633,2156,0,0,2021-09-06T12:35:19.371991Z,yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
98a3bfead5e91f95b0a693f093c2b05c,FALSE,both,2,TRUE,49.5,98.5,66.5,99.5,66.5,49.5,0.771666666666667,0.661666666666667,-0.433333333333334,0.67,48.4767985741633,2156,0,0,2021-09-06T12:35:19.371991Z,yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
589e54f1a4a5adff14e84b323e229fc8,TRUE,interval,1,FALSE,49.5,49.5,48.5,39.5,59.5,59.5,0.525,0.495,-0.02,0.91,82.915619758885,1057,0,0,2021-09-06T12:35:26.821632Z,yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
589e54f1a4a5adff14e84b323e229fc8,TRUE,interval,2,TRUE,87.5,74.5,69.5,98.5,87.5,49.5,0.771666666666667,0.785,-0.556666666666667,1.04,82.915619758885,1057,0,0,2021-09-06T12:35:26.821632Z,yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
c9421bfe5ebe073e18b6352b281ef872,TRUE,interval,1,FALSE,39.5,65.5,39.5,59.5,65.5,49.5,0.568333333333333,0.495,-0.0633333333333334,0.78,28.3196045170126,1285,0,0,2021-09-06T12:35:36.980312Z,yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
