session_code,participant_code,app_name,page_name,page_index,page_submission,time_spent,completion_time
t2ciiflg,l3da3aqq,Intro,Intro_Instructions,2,1630748159,9302,10544
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,3,1630748187,106,738
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,4,1630748205,18,738
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,5,1630748218,13,738
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,6,1630748272,54,738
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,7,1630748294,22,738
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,8,1630748328,34,738
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,3,1630748357,198,10544
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,9,1630748369,41,738
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,10,1630748389,20,738
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,11,1630748399,10,738
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,12,1630748418,19,738
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,13,1630748428,10,738
t2ciiflg,2s3f4nd5,Baillon,Baillon_Decision,14,1630748444,16,738
t2ciiflg,2s3f4nd5,Outro,Outro_Risk,15,1630748465,21,738
t2ciiflg,bjyqtz74,,InitializeParticipant,0,1630748486,NA,1448
t2ciiflg,gsxhlfxl,,InitializeParticipant,0,1630748488,NA,2504
t2ciiflg,2s3f4nd5,Outro,Domain_Questions_1,16,1630748494,29,738
t2ciiflg,bjyqtz74,Intro,Intro_Welcome,1,1630748502,16,1448
t2ciiflg,2s3f4nd5,Outro,Domain_Questions_2,17,1630748509,15,738
t2ciiflg,gsxhlfxl,Intro,Intro_Welcome,1,1630748523,35,2504
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,4,1630748526,169,10544
t2ciiflg,2s3f4nd5,Outro,Demographic_Questions,18,1630748540,31,738
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,5,1630748559,33,10544
t2ciiflg,2s3f4nd5,Outro,CLICCS_Questions,19,1630748613,73,738
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,6,1630748613,54,10544
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,7,1630748633,20,10544
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,8,1630748652,19,10544
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,9,1630748725,73,10544
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,10,1630748759,34,10544
t2ciiflg,3ba8qyhf,,InitializeParticipant,0,1630748762,NA,929
t2ciiflg,3ba8qyhf,Intro,Intro_Welcome,1,1630748809,47,929
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,11,1630748847,88,10544
t2ciiflg,1snoixis,,InitializeParticipant,0,1630748904,NA,419
t2ciiflg,1snoixis,Intro,Intro_Welcome,1,1630748916,12,419
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,12,1630748946,99,10544
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,13,1630748967,21,10544
t2ciiflg,l3da3aqq,Baillon,Baillon_Decision,14,1630749065,98,10544
t2ciiflg,l3da3aqq,Outro,Outro_Risk,15,1630749095,30,10544
t2ciiflg,l3da3aqq,Outro,Domain_Questions_1,16,1630749126,31,10544
t2ciiflg,1snoixis,Intro,Intro_Instructions,2,1630749135,219,419
t2ciiflg,1snoixis,Baillon,Baillon_Decision,3,1630749163,28,419
t2ciiflg,1snoixis,Baillon,Baillon_Decision,4,1630749171,8,419
t2ciiflg,l3da3aqq,Outro,Domain_Questions_2,17,1630749176,50,10544
t2ciiflg,bjyqtz74,Intro,Intro_Instructions,2,1630749180,678,1448
t2ciiflg,1snoixis,Baillon,Baillon_Decision,5,1630749185,14,419
t2ciiflg,1snoixis,Baillon,Baillon_Decision,6,1630749199,14,419
t2ciiflg,1snoixis,Baillon,Baillon_Decision,7,1630749203,4,419
t2ciiflg,1snoixis,Baillon,Baillon_Decision,8,1630749211,8,419
t2ciiflg,1snoixis,Baillon,Baillon_Decision,9,1630749237,26,419
t2ciiflg,1snoixis,Baillon,Baillon_Decision,10,1630749241,4,419
t2ciiflg,1snoixis,Baillon,Baillon_Decision,11,1630749245,4,419
t2ciiflg,1snoixis,Baillon,Baillon_Decision,12,1630749250,5,419
t2ciiflg,1snoixis,Baillon,Baillon_Decision,13,1630749254,4,419
t2ciiflg,l3da3aqq,Outro,Demographic_Questions,18,1630749256,80,10544
t2ciiflg,3ba8qyhf,Intro,Intro_Instructions,2,1630749257,448,929
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,3,1630749263,83,1448
t2ciiflg,1snoixis,Baillon,Baillon_Decision,14,1630749275,21,419
t2ciiflg,gsxhlfxl,Intro,Intro_Instructions,2,1630749276,753,2504
t2ciiflg,1snoixis,Outro,Outro_Risk,15,1630749283,8,419
t2ciiflg,1snoixis,Outro,Domain_Questions_1,16,1630749293,10,419
t2ciiflg,1snoixis,Outro,Domain_Questions_2,17,1630749303,10,419
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,4,1630749317,54,1448
t2ciiflg,1snoixis,Outro,Demographic_Questions,18,1630749317,14,419
t2ciiflg,1snoixis,Outro,CLICCS_Questions,19,1630749323,6,419
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,3,1630749348,91,929
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,5,1630749359,42,1448
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,4,1630749376,28,929
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,6,1630749385,26,1448
t2ciiflg,l3da3aqq,Outro,CLICCS_Questions,19,1630749385,129,10544
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,5,1630749391,15,929
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,7,1630749400,15,1448
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,6,1630749405,14,929
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,7,1630749415,10,929
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,8,1630749424,24,1448
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,8,1630749425,10,929
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,3,1630749463,187,2504
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,9,1630749468,43,929
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,9,1630749475,51,1448
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,10,1630749476,8,929
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,11,1630749486,10,929
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,10,1630749493,18,1448
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,12,1630749496,10,929
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,13,1630749504,8,929
t2ciiflg,3ba8qyhf,Baillon,Baillon_Decision,14,1630749512,8,929
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,11,1630749514,21,1448
t2ciiflg,qqvn3zr7,,InitializeParticipant,0,1630749527,NA,941
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,4,1630749535,72,2504
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,12,1630749536,22,1448
t2ciiflg,qqvn3zr7,Intro,Intro_Welcome,1,1630749544,17,941
t2ciiflg,3ba8qyhf,Outro,Outro_Risk,15,1630749553,41,929
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,13,1630749559,23,1448
t2ciiflg,3ba8qyhf,Outro,Domain_Questions_1,16,1630749579,26,929
t2ciiflg,bjyqtz74,Baillon,Baillon_Decision,14,1630749585,26,1448
t2ciiflg,3ba8qyhf,Outro,Domain_Questions_2,17,1630749601,22,929
t2ciiflg,bjyqtz74,Outro,Outro_Risk,15,1630749610,25,1448
t2ciiflg,3ba8qyhf,Outro,Demographic_Questions,18,1630749640,39,929
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,5,1630749640,105,2504
t2ciiflg,nhxw75rj,,InitializeParticipant,0,1630749648,NA,914
t2ciiflg,nhxw75rj,Intro,Intro_Welcome,1,1630749666,18,914
t2ciiflg,bjyqtz74,Outro,Domain_Questions_1,16,1630749681,71,1448
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,6,1630749686,46,2504
t2ciiflg,3ba8qyhf,Outro,CLICCS_Questions,19,1630749691,51,929
t2ciiflg,bjyqtz74,Outro,Domain_Questions_2,17,1630749744,63,1448
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,7,1630749768,82,2504
t2ciiflg,bjyqtz74,Outro,Demographic_Questions,18,1630749779,35,1448
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,8,1630749803,35,2504
t2ciiflg,segwiwzz,,InitializeParticipant,0,1630749884,NA,1231
t2ciiflg,segwiwzz,Intro,Intro_Welcome,1,1630749915,31,1231
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,9,1630749916,113,2504
t2ciiflg,bjyqtz74,Outro,CLICCS_Questions,19,1630749934,155,1448
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,10,1630750022,106,2504
t2ciiflg,qqvn3zr7,Intro,Intro_Instructions,2,1630750059,515,941
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,11,1630750060,38,2504
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,12,1630750104,44,2504
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,3,1630750113,54,941
t2ciiflg,nhxw75rj,Intro,Intro_Instructions,2,1630750126,460,914
t2ciiflg,ge6khwbu,,InitializeParticipant,0,1630750131,NA,1341
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,4,1630750133,20,941
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,5,1630750144,11,941
t2ciiflg,ge6khwbu,Intro,Intro_Welcome,1,1630750159,28,1341
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,6,1630750166,22,941
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,13,1630750171,67,2504
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,7,1630750192,26,941
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,3,1630750195,69,914
t2ciiflg,gsxhlfxl,Baillon,Baillon_Decision,14,1630750208,37,2504
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,8,1630750213,21,941
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,4,1630750235,40,914
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,9,1630750256,43,941
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,5,1630750268,33,914
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,10,1630750269,13,941
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,11,1630750283,14,941
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,6,1630750291,23,914
t2ciiflg,gsxhlfxl,Outro,Outro_Risk,15,1630750298,90,2504
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,12,1630750302,19,941
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,7,1630750309,18,914
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,13,1630750314,12,941
t2ciiflg,qqvn3zr7,Baillon,Baillon_Decision,14,1630750327,13,941
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,8,1630750341,32,914
t2ciiflg,qqvn3zr7,Outro,Outro_Risk,15,1630750364,37,941
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,9,1630750378,37,914
t2ciiflg,qqvn3zr7,Outro,Domain_Questions_1,16,1630750391,27,941
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,10,1630750396,18,914
t2ciiflg,gsxhlfxl,Outro,Domain_Questions_1,16,1630750401,103,2504
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,11,1630750412,16,914
t2ciiflg,qqvn3zr7,Outro,Domain_Questions_2,17,1630750417,26,941
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,12,1630750420,8,914
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,13,1630750432,12,914
t2ciiflg,qqvn3zr7,Outro,Demographic_Questions,18,1630750439,22,941
t2ciiflg,segwiwzz,Intro,Intro_Instructions,2,1630750448,533,1231
t2ciiflg,gsxhlfxl,Outro,Domain_Questions_2,17,1630750451,50,2504
t2ciiflg,nhxw75rj,Baillon,Baillon_Decision,14,1630750452,20,914
t2ciiflg,qqvn3zr7,Outro,CLICCS_Questions,19,1630750468,29,941
t2ciiflg,nhxw75rj,Outro,Outro_Risk,15,1630750469,17,914
t2ciiflg,nhxw75rj,Outro,Domain_Questions_1,16,1630750487,18,914
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,3,1630750496,48,1231
t2ciiflg,nhxw75rj,Outro,Domain_Questions_2,17,1630750504,17,914
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,4,1630750535,39,1231
t2ciiflg,nhxw75rj,Outro,Demographic_Questions,18,1630750537,33,914
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,5,1630750557,22,1231
t2ciiflg,nhxw75rj,Outro,CLICCS_Questions,19,1630750562,25,914
t2ciiflg,gsxhlfxl,Outro,Demographic_Questions,18,1630750563,112,2504
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,6,1630750575,18,1231
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,7,1630750589,14,1231
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,8,1630750609,20,1231
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,9,1630750702,93,1231
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,10,1630750712,10,1231
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,11,1630750722,10,1231
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,12,1630750732,10,1231
t2ciiflg,ge6khwbu,Intro,Intro_Instructions,2,1630750736,577,1341
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,13,1630750747,15,1231
t2ciiflg,segwiwzz,Baillon,Baillon_Decision,14,1630750760,13,1231
t2ciiflg,segwiwzz,Outro,Outro_Risk,15,1630750798,38,1231
t2ciiflg,segwiwzz,Outro,Domain_Questions_1,16,1630750836,38,1231
t2ciiflg,segwiwzz,Outro,Domain_Questions_2,17,1630750855,19,1231
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,3,1630750886,150,1341
t2ciiflg,segwiwzz,Outro,Demographic_Questions,18,1630750900,45,1231
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,4,1630750942,56,1341
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,5,1630750981,39,1341
t2ciiflg,gsxhlfxl,Outro,CLICCS_Questions,19,1630750992,429,2504
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,6,1630751004,23,1341
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,7,1630751022,18,1341
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,8,1630751044,22,1341
t2ciiflg,segwiwzz,Outro,CLICCS_Questions,19,1630751115,215,1231
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,9,1630751163,119,1341
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,10,1630751181,18,1341
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,11,1630751202,21,1341
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,12,1630751217,15,1341
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,13,1630751233,16,1341
t2ciiflg,ge6khwbu,Baillon,Baillon_Decision,14,1630751246,13,1341
t2ciiflg,eqye3vk4,,InitializeParticipant,0,1630751255,NA,21557
t2ciiflg,eqye3vk4,Intro,Intro_Welcome,1,1630751278,23,21557
t2ciiflg,ge6khwbu,Outro,Outro_Risk,15,1630751287,41,1341
t2ciiflg,ge6khwbu,Outro,Domain_Questions_1,16,1630751329,42,1341
t2ciiflg,ge6khwbu,Outro,Domain_Questions_2,17,1630751362,33,1341
t2ciiflg,ge6khwbu,Outro,Demographic_Questions,18,1630751413,51,1341
t2ciiflg,ge6khwbu,Outro,CLICCS_Questions,19,1630751472,59,1341
t2ciiflg,f3sq0x0l,,InitializeParticipant,0,1630751880,NA,1707
t2ciiflg,f3sq0x0l,Intro,Intro_Welcome,1,1630751901,21,1707
t2ciiflg,3egf33oa,,InitializeParticipant,0,1630752177,NA,671
t2ciiflg,3egf33oa,Intro,Intro_Welcome,1,1630752195,18,671
t2ciiflg,gbabwhtf,,InitializeParticipant,0,1630752224,NA,1412
t2ciiflg,gbabwhtf,Intro,Intro_Welcome,1,1630752253,29,1412
t2ciiflg,3egf33oa,Intro,Intro_Instructions,2,1630752529,334,671
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,3,1630752551,22,671
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,4,1630752563,12,671
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,5,1630752582,19,671
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,6,1630752603,21,671
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,7,1630752616,13,671
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,8,1630752625,9,671
t2ciiflg,f3sq0x0l,Intro,Intro_Instructions,2,1630752629,728,1707
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,9,1630752653,28,671
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,10,1630752661,8,671
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,11,1630752671,10,671
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,12,1630752682,11,671
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,13,1630752690,8,671
t2ciiflg,3egf33oa,Baillon,Baillon_Decision,14,1630752696,6,671
t2ciiflg,3egf33oa,Outro,Outro_Risk,15,1630752726,30,671
t2ciiflg,gbabwhtf,Intro,Intro_Instructions,2,1630752737,484,1412
t2ciiflg,3egf33oa,Outro,Domain_Questions_1,16,1630752743,17,671
t2ciiflg,3egf33oa,Outro,Domain_Questions_2,17,1630752764,21,671
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,3,1630752799,170,1707
t2ciiflg,3egf33oa,Outro,Demographic_Questions,18,1630752804,40,671
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,3,1630752842,105,1412
t2ciiflg,3egf33oa,Outro,CLICCS_Questions,19,1630752848,44,671
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,4,1630752875,76,1707
t2ciiflg,ndm1ij9h,,InitializeParticipant,0,1630752899,NA,1734
t2ciiflg,ndm1ij9h,Intro,Intro_Welcome,1,1630752937,38,1734
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,4,1630752942,100,1412
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,5,1630752945,70,1707
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,6,1630752992,47,1707
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,5,1630753006,64,1412
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,7,1630753021,29,1707
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,6,1630753048,42,1412
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,8,1630753051,30,1707
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,7,1630753085,37,1412
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,8,1630753115,30,1412
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,9,1630753169,118,1707
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,9,1630753196,81,1412
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,10,1630753222,26,1412
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,10,1630753223,54,1707
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,11,1630753244,22,1412
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,11,1630753250,27,1707
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,12,1630753274,30,1412
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,12,1630753278,28,1707
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,13,1630753297,23,1412
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,13,1630753307,29,1707
t2ciiflg,gbabwhtf,Baillon,Baillon_Decision,14,1630753319,22,1412
t2ciiflg,iycnwpuq,,InitializeParticipant,0,1630753346,NA,1098
t2ciiflg,f3sq0x0l,Baillon,Baillon_Decision,14,1630753369,62,1707
t2ciiflg,iycnwpuq,Intro,Intro_Welcome,1,1630753383,37,1098
t2ciiflg,gbabwhtf,Outro,Outro_Risk,15,1630753385,66,1412
t2ciiflg,f3sq0x0l,Outro,Outro_Risk,15,1630753408,39,1707
t2ciiflg,gbabwhtf,Outro,Domain_Questions_1,16,1630753420,35,1412
t2ciiflg,f3sq0x0l,Outro,Domain_Questions_1,16,1630753437,29,1707
t2ciiflg,gbabwhtf,Outro,Domain_Questions_2,17,1630753456,36,1412
t2ciiflg,f3sq0x0l,Outro,Domain_Questions_2,17,1630753506,69,1707
t2ciiflg,gbabwhtf,Outro,Demographic_Questions,18,1630753516,60,1412
t2ciiflg,f3sq0x0l,Outro,Demographic_Questions,18,1630753546,40,1707
t2ciiflg,f3sq0x0l,Outro,CLICCS_Questions,19,1630753587,41,1707
t2ciiflg,gbabwhtf,Outro,CLICCS_Questions,19,1630753636,120,1412
t2ciiflg,iycnwpuq,Intro,Intro_Instructions,2,1630753791,408,1098
t2ciiflg,ndm1ij9h,Intro,Intro_Instructions,2,1630753844,907,1734
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,3,1630753892,101,1098
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,4,1630753921,29,1098
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,5,1630753944,23,1098
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,6,1630753964,20,1098
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,3,1630753973,129,1734
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,7,1630753983,19,1098
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,8,1630753998,15,1098
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,4,1630754024,51,1734
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,9,1630754050,52,1098
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,5,1630754059,35,1734
t2ciiflg,7qh87k9l,,InitializeParticipant,0,1630754060,NA,1026
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,10,1630754065,15,1098
t2ciiflg,7qh87k9l,Intro,Intro_Welcome,1,1630754080,20,1026
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,11,1630754081,16,1098
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,6,1630754095,36,1734
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,12,1630754105,24,1098
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,7,1630754112,17,1734
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,13,1630754131,26,1098
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,8,1630754135,23,1734
t2ciiflg,iycnwpuq,Baillon,Baillon_Decision,14,1630754147,16,1098
t2ciiflg,iycnwpuq,Outro,Outro_Risk,15,1630754175,28,1098
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,9,1630754203,68,1734
t2ciiflg,iycnwpuq,Outro,Domain_Questions_1,16,1630754229,54,1098
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,10,1630754233,30,1734
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,11,1630754248,15,1734
t2ciiflg,iycnwpuq,Outro,Domain_Questions_2,17,1630754250,21,1098
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,12,1630754263,15,1734
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,13,1630754278,15,1734
t2ciiflg,iycnwpuq,Outro,Demographic_Questions,18,1630754292,42,1098
t2ciiflg,ndm1ij9h,Baillon,Baillon_Decision,14,1630754293,15,1734
t2ciiflg,0ih0gw57,,InitializeParticipant,0,1630754322,NA,775
t2ciiflg,0ih0gw57,Intro,Intro_Welcome,1,1630754329,7,775
t2ciiflg,ndm1ij9h,Outro,Outro_Risk,15,1630754330,37,1734
t2ciiflg,ndm1ij9h,Outro,Domain_Questions_1,16,1630754374,44,1734
t2ciiflg,ndm1ij9h,Outro,Domain_Questions_2,17,1630754405,31,1734
t2ciiflg,iycnwpuq,Outro,CLICCS_Questions,19,1630754444,152,1098
t2ciiflg,4vgdqs6g,,InitializeParticipant,0,1630754448,NA,856
t2ciiflg,ndm1ij9h,Outro,Demographic_Questions,18,1630754449,44,1734
t2ciiflg,k55vtk0c,,InitializeParticipant,0,1630754461,NA,361
t2ciiflg,4vgdqs6g,Intro,Intro_Welcome,1,1630754473,25,856
t2ciiflg,7qh87k9l,Intro,Intro_Instructions,2,1630754489,409,1026
t2ciiflg,k55vtk0c,Intro,Intro_Welcome,1,1630754521,60,361
t2ciiflg,7qh87k9l,Baillon,Baillon_Decision,3,1630754555,66,1026
t2ciiflg,7qh87k9l,Baillon,Baillon_Decision,4,1630754593,38,1026
t2ciiflg,k55vtk0c,Intro,Intro_Instructions,2,1630754624,103,361
t2ciiflg,7qh87k9l,Baillon,Baillon_Decision,5,1630754625,32,1026
t2ciiflg,ndm1ij9h,Outro,CLICCS_Questions,19,1630754633,184,1734
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,3,1630754656,32,361
t2ciiflg,7qh87k9l,Baillon,Baillon_Decision,6,1630754656,31,1026
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,4,1630754662,6,361
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,5,1630754668,6,361
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,6,1630754675,7,361
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,7,1630754680,5,361
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,8,1630754687,7,361
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,9,1630754701,14,361
t2ciiflg,7qh87k9l,Baillon,Baillon_Decision,7,1630754706,50,1026
t2ciiflg,0ih0gw57,Intro,Intro_Instructions,2,1630754708,379,775
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,10,1630754708,7,361
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,11,1630754716,8,361
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,12,1630754722,6,361
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,13,1630754728,6,361
t2ciiflg,k55vtk0c,Baillon,Baillon_Decision,14,1630754737,9,361
t2ciiflg,7qh87k9l,Baillon,Baillon_Decision,8,1630754743,37,1026
t2ciiflg,k55vtk0c,Outro,Outro_Risk,15,1630754749,12,361
t2ciiflg,k55vtk0c,Outro,Domain_Questions_1,16,1630754760,11,361
t2ciiflg,k55vtk0c,Outro,Domain_Questions_2,17,1630754770,10,361
t2ciiflg,0ih0gw57,Baillon,Baillon_Decision,3,1630754795,87,775
t2ciiflg,k55vtk0c,Outro,Demographic_Questions,18,1630754797,27,361
t2ciiflg,7qh87k9l,Baillon,Baillon_Decision,9,1630754803,60,1026
t2ciiflg,4vgdqs6g,Intro,Intro_Instructions,2,1630754814,341,856
t2ciiflg,0ih0gw57,Baillon,Baillon_Decision,4,1630754814,19,775
t2ciiflg,7qh87k9l,Baillon,Baillon_Decision,10,1630754821,18,1026
t2ciiflg,k55vtk0c,Outro,CLICCS_Questions,19,1630754822,25,361
t2ciiflg,7qh87k9l,Baillon,Baillon_Decision,11,1630754841,20,1026
t2ciiflg,0ih0gw57,Baillon,Baillon_Decision,5,1630754842,28,775
