participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.review_weather,player.review_instructions,player.matching_probability,player.event_decision,player.payment_mechanism,player.pivotal_lottery,player.pivotal_draw,player.payoff,group.id_in_subsession,subsession.round_number,subsession.pivotal_round,subsession.lottery_success,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
206,waoxatui,,1,22,21,Outro,Results,2021-04-05 19:58:16.269116+00:00,1,,,10.00,206,4,0,56,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
207,bs6jy96a,,1,22,21,Outro,Results,2021-04-05 19:58:16.293131+00:00,1,,,0.00,207,3,1,93,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
208,8ioqzq3k,,1,22,21,Outro,Results,2021-04-05 19:58:16.317931+00:00,1,,,10.00,208,3,4,81,E13,bet,12,,10.00,1,2,1,1,0kihcn1h,,,,,0
209,aej60uu4,,1,22,21,Outro,Results,2021-04-05 19:58:16.342810+00:00,1,,,0.00,209,4,5,11,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
210,f1s8nrpk,,1,22,21,Outro,Results,2021-04-05 19:58:16.368019+00:00,1,,,10.00,210,2,4,32,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
211,mao9wyxx,,1,22,21,Outro,Results,2021-04-05 19:58:16.392300+00:00,1,,,10.00,211,0,2,22,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
212,965x3mtt,,1,22,21,Outro,Results,2021-04-05 19:58:16.417535+00:00,1,,,10.00,212,4,3,68,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
213,dclt7mve,,1,22,21,Outro,Results,2021-04-05 19:58:16.443561+00:00,1,,,10.00,213,1,2,37,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
214,su9rih4m,,1,22,21,Outro,Results,2021-04-05 19:58:16.470489+00:00,1,,,10.00,214,2,2,53,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
215,5gkmayv7,,1,22,21,Outro,Results,2021-04-05 19:58:16.494764+00:00,1,,,10.00,215,5,4,57,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
216,wcnn63gn,,1,22,21,Outro,Results,2021-04-05 19:58:16.520135+00:00,1,,,0.00,216,2,5,72,E13,bet,60,,0.00,1,2,1,1,0kihcn1h,,,,,0
217,ijfz9voy,,1,22,21,Outro,Results,2021-04-05 19:58:16.662110+00:00,1,,,10.00,217,3,1,7,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
218,3gn09joy,,1,22,21,Outro,Results,2021-04-05 19:58:16.692171+00:00,1,,,0.00,218,5,0,33,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
219,8aenmpsn,,1,22,21,Outro,Results,2021-04-05 19:58:16.719050+00:00,1,,,10.00,219,4,5,60,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
220,7y3mu1fj,,1,22,21,Outro,Results,2021-04-05 19:58:16.745039+00:00,1,,,10.00,220,5,1,11,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
221,gds9lly3,,1,22,21,Outro,Results,2021-04-05 19:58:16.771126+00:00,1,,,10.00,221,1,3,1,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
222,zdv5vg06,,1,22,21,Outro,Results,2021-04-05 19:58:16.795125+00:00,1,,,10.00,222,5,5,63,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
223,rxllvkmz,,1,22,21,Outro,Results,2021-04-05 19:58:16.819717+00:00,1,,,0.00,223,5,4,100,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
224,e1z695kk,,1,22,21,Outro,Results,2021-04-05 19:58:16.844576+00:00,1,,,10.00,224,3,5,47,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
225,kopodgzl,,1,22,21,Outro,Results,2021-04-05 19:58:16.869941+00:00,1,,,10.00,225,5,1,37,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
226,h5lwzk4h,,1,22,21,Outro,Results,2021-04-05 19:58:16.894766+00:00,1,,,0.00,226,5,2,45,E12,lottery,55,98,0.00,1,2,1,1,0kihcn1h,,,,,0
227,fhjly7z9,,1,22,21,Outro,Results,2021-04-05 19:58:16.919379+00:00,1,,,10.00,227,1,5,83,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
228,5jo4p669,,1,22,21,Outro,Results,2021-04-05 19:58:16.943954+00:00,1,,,0.00,228,2,0,5,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
229,nodtbwhm,,1,22,21,Outro,Results,2021-04-05 19:58:16.968146+00:00,1,,,10.00,229,3,1,81,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
230,6upf8nsq,,1,22,21,Outro,Results,2021-04-05 19:58:16.992987+00:00,1,,,10.00,230,1,5,62,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
231,uo3q6tka,,1,22,21,Outro,Results,2021-04-05 19:58:17.016719+00:00,1,,,10.00,231,4,1,94,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
232,uweshnnb,,1,22,21,Outro,Results,2021-04-05 19:58:17.041369+00:00,1,,,0.00,232,3,2,54,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
233,u1jr73uh,,1,22,21,Outro,Results,2021-04-05 19:58:17.066433+00:00,1,,,10.00,233,3,3,22,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
234,hxggpplq,,1,22,21,Outro,Results,2021-04-05 19:58:17.091933+00:00,1,,,0.00,234,0,3,77,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
235,gtpwqugl,,1,22,21,Outro,Results,2021-04-05 19:58:17.115839+00:00,1,,,0.00,235,2,2,87,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
236,ei7gxdam,,1,22,21,Outro,Results,2021-04-05 19:58:17.140558+00:00,1,,,10.00,236,3,1,98,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
237,7ohjb4t0,,1,22,21,Outro,Results,2021-04-05 19:58:17.165341+00:00,1,,,10.00,237,3,5,2,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
238,7un98c21,,1,22,21,Outro,Results,2021-04-05 19:58:17.190594+00:00,1,,,10.00,238,1,5,73,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
239,k1kh1b9v,,1,22,21,Outro,Results,2021-04-05 19:58:17.215486+00:00,1,,,0.00,239,0,4,6,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
240,q3r8li32,,1,22,21,Outro,Results,2021-04-05 19:58:17.239440+00:00,1,,,10.00,240,4,3,13,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
241,wuk9t8bf,,1,22,21,Outro,Results,2021-04-05 19:58:17.264554+00:00,1,,,0.00,241,0,1,88,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
242,m4ahrcw1,,1,22,21,Outro,Results,2021-04-05 19:58:17.290371+00:00,1,,,10.00,242,0,3,41,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
243,m7m7fazf,,1,22,21,Outro,Results,2021-04-05 19:58:17.315581+00:00,1,,,0.00,243,4,2,69,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
244,iykfty44,,1,22,21,Outro,Results,2021-04-05 19:58:17.339956+00:00,1,,,10.00,244,0,4,94,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
245,am1wd2cc,,1,22,21,Outro,Results,2021-04-05 19:58:17.364356+00:00,1,,,0.00,245,0,4,23,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
246,plgruvxt,,1,22,21,Outro,Results,2021-04-05 19:58:17.389042+00:00,1,,,10.00,246,0,3,55,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
247,50oejigr,,1,22,21,Outro,Results,2021-04-05 19:58:17.414996+00:00,1,,,10.00,247,1,3,88,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
248,71qzv5id,,1,22,21,Outro,Results,2021-04-05 19:58:17.439245+00:00,1,,,10.00,248,1,3,70,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
249,hl5e4wv6,,1,22,21,Outro,Results,2021-04-05 19:58:17.464138+00:00,1,,,0.00,249,5,4,40,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
250,9csg1pgj,,1,22,21,Outro,Results,2021-04-05 19:58:17.488715+00:00,1,,,0.00,250,0,0,49,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
251,8quyvj3b,,1,22,21,Outro,Results,2021-04-05 19:58:17.513049+00:00,1,,,10.00,251,3,3,89,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
252,hoedl8vp,,1,22,21,Outro,Results,2021-04-05 19:58:17.538047+00:00,1,,,10.00,252,5,0,22,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
253,fztwptn3,,1,22,21,Outro,Results,2021-04-05 19:58:17.562975+00:00,1,,,0.00,253,0,2,22,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
254,540lbmer,,1,22,21,Outro,Results,2021-04-05 19:58:17.590627+00:00,1,,,10.00,254,5,4,84,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
255,z5cukxzv,,1,22,21,Outro,Results,2021-04-05 19:58:17.614373+00:00,1,,,10.00,255,4,0,46,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
256,d2v28w0b,,1,22,21,Outro,Results,2021-04-05 19:58:17.638879+00:00,1,,,0.00,256,4,0,27,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
257,kuejpz8q,,1,22,21,Outro,Results,2021-04-05 19:58:17.663137+00:00,1,,,0.00,257,3,3,5,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
258,5njq2uss,,1,22,21,Outro,Results,2021-04-05 19:58:17.687403+00:00,1,,,0.00,258,3,1,73,E2,bet,36,,0.00,1,2,1,1,0kihcn1h,,,,,0
259,taopl83i,,1,22,21,Outro,Results,2021-04-05 19:58:17.713085+00:00,1,,,0.00,259,2,4,83,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
260,3xhtjrgh,,1,22,21,Outro,Results,2021-04-05 19:58:17.738832+00:00,1,,,10.00,260,0,1,85,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
261,dw16u48f,,1,22,21,Outro,Results,2021-04-05 19:58:17.768605+00:00,1,,,10.00,261,1,3,40,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
262,0hp4wk3l,,1,22,21,Outro,Results,2021-04-05 19:58:17.800890+00:00,1,,,0.00,262,1,3,17,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
263,sxjks1bx,,1,22,21,Outro,Results,2021-04-05 19:58:17.834046+00:00,1,,,10.00,263,2,3,34,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
264,m7c3vaa2,,1,22,21,Outro,Results,2021-04-05 19:58:17.859190+00:00,1,,,10.00,264,4,3,50,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
265,28441isl,,1,22,21,Outro,Results,2021-04-05 19:58:17.884167+00:00,1,,,0.00,265,0,5,0,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
266,2qfsa4fy,,1,22,21,Outro,Results,2021-04-05 19:58:17.910390+00:00,1,,,0.00,266,2,4,78,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
267,foqaldpz,,1,22,21,Outro,Results,2021-04-05 19:58:17.934142+00:00,1,,,10.00,267,2,2,53,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
268,cpvozz4p,,1,22,21,Outro,Results,2021-04-05 19:58:17.958598+00:00,1,,,0.00,268,5,4,2,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
269,m15z65xa,,1,22,21,Outro,Results,2021-04-05 19:58:17.983469+00:00,1,,,0.00,269,5,4,79,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
270,1y28fsqc,,1,22,21,Outro,Results,2021-04-05 19:58:18.007364+00:00,1,,,10.00,270,5,0,83,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
271,qvfpzdco,,1,22,21,Outro,Results,2021-04-05 19:58:18.030466+00:00,1,,,0.00,271,5,4,82,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
272,z8d4phq8,,1,22,21,Outro,Results,2021-04-05 19:58:18.054208+00:00,1,,,0.00,272,0,5,23,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
273,wiaxh4eg,,1,22,21,Outro,Results,2021-04-05 19:58:18.078284+00:00,1,,,0.00,273,2,3,67,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
274,3mbuhkws,,1,22,21,Outro,Results,2021-04-05 19:58:18.104393+00:00,1,,,0.00,274,4,3,74,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
275,4prhrjta,,1,22,21,Outro,Results,2021-04-05 19:58:18.129157+00:00,1,,,10.00,275,2,2,74,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
276,fzo7d38x,,1,22,21,Outro,Results,2021-04-05 19:58:18.152907+00:00,1,,,0.00,276,5,2,95,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
277,9dhbv0ag,,1,22,21,Outro,Results,2021-04-05 19:58:18.176918+00:00,1,,,10.00,277,3,3,80,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
278,uvwlpnft,,1,22,21,Outro,Results,2021-04-05 19:58:18.201707+00:00,1,,,0.00,278,2,4,69,E23,bet,15,,0.00,1,2,1,1,0kihcn1h,,,,,0
279,bdncsism,,1,22,21,Outro,Results,2021-04-05 19:58:18.226293+00:00,1,,,0.00,279,1,0,84,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
280,bxlh3m8r,,1,22,21,Outro,Results,2021-04-05 19:58:18.249360+00:00,1,,,10.00,280,3,3,78,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
281,2zigg1hu,,1,22,21,Outro,Results,2021-04-05 19:58:18.273333+00:00,1,,,10.00,281,2,5,59,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
282,qa29ca67,,1,22,21,Outro,Results,2021-04-05 19:58:18.297613+00:00,1,,,10.00,282,1,3,89,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
283,ycpv8hmy,,1,22,21,Outro,Results,2021-04-05 19:58:18.322238+00:00,1,,,0.00,283,5,3,36,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
284,hlextrp2,,1,22,21,Outro,Results,2021-04-05 19:58:18.345482+00:00,1,,,10.00,284,1,0,41,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
285,e7s1c7fh,,1,22,21,Outro,Results,2021-04-05 19:58:18.369534+00:00,1,,,0.00,285,5,0,66,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
286,yih24g5g,,1,22,21,Outro,Results,2021-04-05 19:58:18.393847+00:00,1,,,10.00,286,1,2,55,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
287,g1eceq55,,1,22,21,Outro,Results,2021-04-05 19:58:18.419684+00:00,1,,,10.00,287,4,3,80,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
288,b2zss2q7,,1,22,21,Outro,Results,2021-04-05 19:58:18.594663+00:00,1,,,10.00,288,2,4,65,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
289,yz48xod5,,1,22,21,Outro,Results,2021-04-05 19:58:18.622938+00:00,1,,,10.00,289,0,1,56,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
290,03r3sscc,,1,22,21,Outro,Results,2021-04-05 19:58:18.650030+00:00,1,,,10.00,290,2,5,67,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
291,ta7vp5yb,,1,22,21,Outro,Results,2021-04-05 19:58:18.675511+00:00,1,,,10.00,291,4,2,87,E13,bet,3,,10.00,1,2,1,1,0kihcn1h,,,,,0
292,2uh0papw,,1,22,21,Outro,Results,2021-04-05 19:58:18.700369+00:00,1,,,10.00,292,1,1,0,E13,lottery,24,11,10.00,1,2,1,1,0kihcn1h,,,,,0
293,7pjzilho,,1,22,21,Outro,Results,2021-04-05 19:58:18.725073+00:00,1,,,10.00,293,4,2,96,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
294,rbe45cmg,,1,22,21,Outro,Results,2021-04-05 19:58:18.748613+00:00,1,,,10.00,294,1,5,100,E13,bet,75,,10.00,1,2,1,1,0kihcn1h,,,,,0
295,brgnboeg,,1,22,21,Outro,Results,2021-04-05 19:58:18.774576+00:00,1,,,0.00,295,4,0,37,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
296,5vks7ijn,,1,22,21,Outro,Results,2021-04-05 19:58:18.799431+00:00,1,,,0.00,296,0,2,40,E13,bet,7,,0.00,1,2,1,1,0kihcn1h,,,,,0
297,0zjipg12,,1,22,21,Outro,Results,2021-04-05 19:58:18.824045+00:00,1,,,0.00,297,3,1,24,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
298,lka7gz0y,,1,22,21,Outro,Results,2021-04-05 19:58:18.848002+00:00,1,,,0.00,298,1,4,78,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
299,ox7xosza,,1,22,21,Outro,Results,2021-04-05 19:58:18.871937+00:00,1,,,10.00,299,4,3,0,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
300,1iqvd0kb,,1,22,21,Outro,Results,2021-04-05 19:58:18.896510+00:00,1,,,10.00,300,2,3,13,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
301,8cn4j0ly,,1,22,21,Outro,Results,2021-04-05 19:58:18.921779+00:00,1,,,10.00,301,0,3,55,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
302,bjk9ftdz,,1,22,21,Outro,Results,2021-04-05 19:58:18.947344+00:00,1,,,0.00,302,2,1,2,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
303,vcdeveis,,1,22,21,Outro,Results,2021-04-05 19:58:18.971409+00:00,1,,,0.00,303,3,2,36,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
304,54h2ggfx,,1,22,21,Outro,Results,2021-04-05 19:58:18.995090+00:00,1,,,10.00,304,5,4,98,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
305,3nmjbje8,,1,22,21,Outro,Results,2021-04-05 19:58:19.020667+00:00,1,,,10.00,305,4,1,4,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
306,bk38z2jk,,1,22,21,Outro,Results,2021-04-05 19:58:19.045208+00:00,1,,,10.00,306,0,0,3,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
307,s0anjyda,,1,22,21,Outro,Results,2021-04-05 19:58:19.068649+00:00,1,,,10.00,307,1,0,92,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
308,21dtmb09,,1,22,21,Outro,Results,2021-04-05 19:58:19.092774+00:00,1,,,0.00,308,5,1,52,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
309,hupmw3ug,,1,22,21,Outro,Results,2021-04-05 19:58:19.118659+00:00,1,,,10.00,309,4,3,2,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
310,ktv86iqx,,1,22,21,Outro,Results,2021-04-05 19:58:19.143974+00:00,1,,,10.00,310,3,4,87,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
311,3cp6ipn7,,1,22,21,Outro,Results,2021-04-05 19:58:19.168248+00:00,1,,,10.00,311,3,2,21,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
312,h6cbc7pz,,1,22,21,Outro,Results,2021-04-05 19:58:19.193292+00:00,1,,,10.00,312,1,0,61,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
313,x0frvwxn,,1,22,21,Outro,Results,2021-04-05 19:58:19.218645+00:00,1,,,0.00,313,2,3,80,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
314,nn2frtkg,,1,22,21,Outro,Results,2021-04-05 19:58:19.244413+00:00,1,,,0.00,314,0,3,68,E13,bet,56,,0.00,1,2,1,1,0kihcn1h,,,,,0
315,hwtyk4wr,,1,22,21,Outro,Results,2021-04-05 19:58:19.269959+00:00,1,,,10.00,315,5,2,63,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
316,uoaa7bwq,,1,22,21,Outro,Results,2021-04-05 19:58:19.295471+00:00,1,,,10.00,316,5,1,69,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
317,03im0jf8,,1,22,21,Outro,Results,2021-04-05 19:58:19.319735+00:00,1,,,0.00,317,5,3,73,E12,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
318,q8vicsk2,,1,22,21,Outro,Results,2021-04-05 19:58:19.345245+00:00,1,,,10.00,318,1,1,3,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
319,a1qkhh1m,,1,22,21,Outro,Results,2021-04-05 19:58:19.371950+00:00,1,,,0.00,319,0,0,19,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
320,lr5m1pnn,,1,22,21,Outro,Results,2021-04-05 19:58:19.400567+00:00,1,,,10.00,320,2,4,87,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
321,dq024rpk,,1,22,21,Outro,Results,2021-04-05 19:58:19.431124+00:00,1,,,0.00,321,0,4,61,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
322,10spl1j4,,1,22,21,Outro,Results,2021-04-05 19:58:19.465735+00:00,1,,,0.00,322,0,2,26,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
323,4e1poq2z,,1,22,21,Outro,Results,2021-04-05 19:58:19.497626+00:00,1,,,10.00,323,5,2,37,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
324,lkqmnem8,,1,22,21,Outro,Results,2021-04-05 19:58:19.522713+00:00,1,,,10.00,324,2,0,89,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
325,29isnuab,,1,22,21,Outro,Results,2021-04-05 19:58:19.546960+00:00,1,,,10.00,325,5,3,0,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
326,tumwnktt,,1,22,21,Outro,Results,2021-04-05 19:58:19.571063+00:00,1,,,10.00,326,2,3,69,E23,bet,23,,10.00,1,2,1,1,0kihcn1h,,,,,0
327,e5oywcjn,,1,22,21,Outro,Results,2021-04-05 19:58:19.596808+00:00,1,,,10.00,327,0,0,79,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
328,0rrxjv04,,1,22,21,Outro,Results,2021-04-05 19:58:19.622480+00:00,1,,,0.00,328,3,1,79,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
329,7az9hby4,,1,22,21,Outro,Results,2021-04-05 19:58:19.646970+00:00,1,,,0.00,329,1,4,95,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
330,3n67njfi,,1,22,21,Outro,Results,2021-04-05 19:58:19.671367+00:00,1,,,0.00,330,2,0,39,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
331,5xgeo7wm,,1,22,21,Outro,Results,2021-04-05 19:58:19.696281+00:00,1,,,10.00,331,1,4,22,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
332,krjboa2r,,1,22,21,Outro,Results,2021-04-05 19:58:19.722138+00:00,1,,,10.00,332,3,1,61,E3,lottery,77,42,10.00,1,2,1,1,0kihcn1h,,,,,0
333,3c7ohixm,,1,22,21,Outro,Results,2021-04-05 19:58:19.747482+00:00,1,,,0.00,333,2,2,76,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
334,zkh3w4ki,,1,22,21,Outro,Results,2021-04-05 19:58:19.771802+00:00,1,,,10.00,334,5,4,65,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
335,2qszi1s1,,1,22,21,Outro,Results,2021-04-05 19:58:19.796384+00:00,1,,,10.00,335,5,2,87,E13,bet,62,,10.00,1,2,1,1,0kihcn1h,,,,,0
336,blm8gaaj,,1,22,21,Outro,Results,2021-04-05 19:58:19.821267+00:00,1,,,10.00,336,4,3,8,E2,lottery,57,25,10.00,1,2,1,1,0kihcn1h,,,,,0
337,yobcdnm6,,1,22,21,Outro,Results,2021-04-05 19:58:19.846052+00:00,1,,,0.00,337,2,4,56,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
338,t7r7hxxo,,1,22,21,Outro,Results,2021-04-05 19:58:19.869906+00:00,1,,,10.00,338,5,3,21,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
339,8ldkau7m,,1,22,21,Outro,Results,2021-04-05 19:58:19.893755+00:00,1,,,10.00,339,2,1,22,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
340,ywubn1ua,,1,22,21,Outro,Results,2021-04-05 19:58:19.918911+00:00,1,,,0.00,340,3,3,4,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
341,45jbcnkq,,1,22,21,Outro,Results,2021-04-05 19:58:19.945506+00:00,1,,,10.00,341,2,5,23,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
342,x5dnyes5,,1,22,21,Outro,Results,2021-04-05 19:58:19.969215+00:00,1,,,10.00,342,1,2,80,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
343,j5ajb78x,,1,22,21,Outro,Results,2021-04-05 19:58:19.993687+00:00,1,,,10.00,343,3,1,23,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
344,19vnh61b,,1,22,21,Outro,Results,2021-04-05 19:58:20.017140+00:00,1,,,10.00,344,4,2,64,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
345,xn8u0nj1,,1,22,21,Outro,Results,2021-04-05 19:58:20.041962+00:00,1,,,0.00,345,1,5,92,E3,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
346,qpkrynma,,1,22,21,Outro,Results,2021-04-05 19:58:20.065970+00:00,1,,,0.00,346,5,2,49,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
347,bkj3ga8m,,1,22,21,Outro,Results,2021-04-05 19:58:20.090474+00:00,1,,,10.00,347,3,2,14,E13,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
348,h0aktige,,1,22,21,Outro,Results,2021-04-05 19:58:20.114584+00:00,1,,,10.00,348,4,5,50,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
349,cm0soqme,,1,22,21,Outro,Results,2021-04-05 19:58:20.139485+00:00,1,,,0.00,349,0,0,74,E13,bet,74,,0.00,1,2,1,1,0kihcn1h,,,,,0
350,24j4yraq,,1,22,21,Outro,Results,2021-04-05 19:58:20.164466+00:00,1,,,0.00,350,0,1,81,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
351,eonw9vdk,,1,22,21,Outro,Results,2021-04-05 19:58:20.188733+00:00,1,,,10.00,351,0,3,74,E1,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
352,g56un4hs,,1,22,21,Outro,Results,2021-04-05 19:58:20.219587+00:00,1,,,0.00,352,5,1,4,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
353,zls6ty7j,,1,22,21,Outro,Results,2021-04-05 19:58:20.243754+00:00,1,,,10.00,353,0,0,21,E23,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
354,qcmaq6s2,,1,22,21,Outro,Results,2021-04-05 19:58:20.268065+00:00,1,,,0.00,354,5,4,41,E2,,,,0.00,1,2,1,1,0kihcn1h,,,,,0
