participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.Location,player.Information,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
157,4jiax3jq,,1,63,63,terminate,Results,2021-01-11 11:48:22.269878+00:00,1,,,10.00,157,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
158,81tv9e6y,,1,63,63,terminate,Results,2021-01-11 11:48:22.297746+00:00,1,,,10.00,158,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
159,8sy4jb07,,1,63,63,terminate,Results,2021-01-11 11:48:22.328267+00:00,1,,,10.00,159,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
160,w3uyj2hi,,1,63,63,terminate,Results,2021-01-11 11:48:22.358537+00:00,1,,,10.00,160,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
161,rkt47b8l,,1,63,63,terminate,Results,2021-01-11 11:48:22.389970+00:00,1,,,10.00,161,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
162,jpymo6c3,,1,63,63,terminate,Results,2021-01-11 11:48:22.421494+00:00,1,,,0.00,162,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
163,skb8a2fu,,1,63,63,terminate,Results,2021-01-11 11:48:22.452019+00:00,1,,,10.00,163,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
164,zlvydi4l,,1,63,63,terminate,Results,2021-01-11 11:48:22.479830+00:00,1,,,10.00,164,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
165,8exdb1r0,,1,63,63,terminate,Results,2021-01-11 11:48:22.509747+00:00,1,,,10.00,165,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
166,rwdw7tnl,,1,63,63,terminate,Results,2021-01-11 11:48:22.539659+00:00,1,,,0.00,166,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
167,yto5y5xt,,1,63,63,terminate,Results,2021-01-11 11:48:22.570062+00:00,1,,,10.00,167,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
168,fj9bv9di,,1,63,63,terminate,Results,2021-01-11 11:48:22.601045+00:00,1,,,0.00,168,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
169,3sb1av22,,1,63,63,terminate,Results,2021-01-11 11:48:22.627631+00:00,1,,,0.00,169,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
170,9u7k6srt,,1,63,63,terminate,Results,2021-01-11 11:48:22.656614+00:00,1,,,10.00,170,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
171,0vdzzsj1,,1,63,63,terminate,Results,2021-01-11 11:48:22.686218+00:00,1,,,0.00,171,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
172,7scdv07k,,1,63,63,terminate,Results,2021-01-11 11:48:22.716777+00:00,1,,,0.00,172,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
173,jrogei32,,1,63,63,terminate,Results,2021-01-11 11:48:22.745122+00:00,1,,,0.00,173,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
174,kduxw82c,,1,63,63,terminate,Results,2021-01-11 11:48:22.774716+00:00,1,,,10.00,174,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
175,srkcher6,,1,63,63,terminate,Results,2021-01-11 11:48:22.814875+00:00,1,,,10.00,175,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
176,ykuchf2z,,1,63,63,terminate,Results,2021-01-11 11:48:22.852526+00:00,1,,,0.00,176,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
177,lj9iv4vr,,1,63,63,terminate,Results,2021-01-11 11:48:23.022887+00:00,1,,,0.00,177,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
178,n9hjdm0z,,1,63,63,terminate,Results,2021-01-11 11:48:23.056725+00:00,1,,,10.00,178,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
179,pfp45eie,,1,63,63,terminate,Results,2021-01-11 11:48:23.088997+00:00,1,,,10.00,179,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
180,wm108ntc,,1,63,63,terminate,Results,2021-01-11 11:48:23.122468+00:00,1,,,10.00,180,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
181,rlg3c2hk,,1,63,63,terminate,Results,2021-01-11 11:48:23.155500+00:00,1,,,0.00,181,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
182,twivvxi2,,1,63,63,terminate,Results,2021-01-11 11:48:23.187203+00:00,1,,,10.00,182,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
183,qnaip5jt,,1,63,63,terminate,Results,2021-01-11 11:48:23.216328+00:00,1,,,10.00,183,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
184,ht2tj40l,,1,63,63,terminate,Results,2021-01-11 11:48:23.242534+00:00,1,,,0.00,184,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
185,nmx8x70h,,1,63,63,terminate,Results,2021-01-11 11:48:23.274011+00:00,1,,,0.00,185,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
186,vj7w0shk,,1,63,63,terminate,Results,2021-01-11 11:48:23.303999+00:00,1,,,0.00,186,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
187,z32ses9t,,1,63,63,terminate,Results,2021-01-11 11:48:23.335825+00:00,1,,,0.00,187,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
188,x3a1sxx0,,1,63,63,terminate,Results,2021-01-11 11:48:23.365544+00:00,1,,,10.00,188,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
189,npuyy27s,,1,63,63,terminate,Results,2021-01-11 11:48:23.394828+00:00,1,,,10.00,189,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
190,ds5dnony,,1,63,63,terminate,Results,2021-01-11 11:48:23.424848+00:00,1,,,10.00,190,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
191,6qff7tfw,,1,63,63,terminate,Results,2021-01-11 11:48:23.453054+00:00,1,,,10.00,191,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
192,tprh3eod,,1,63,63,terminate,Results,2021-01-11 11:48:23.481481+00:00,1,,,10.00,192,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
193,iu4j3d8b,,1,63,63,terminate,Results,2021-01-11 11:48:23.510108+00:00,1,,,10.00,193,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
194,fpggyy66,,1,63,63,terminate,Results,2021-01-11 11:48:23.540538+00:00,1,,,10.00,194,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
195,8bla3qpd,,1,63,63,terminate,Results,2021-01-11 11:48:23.570455+00:00,1,,,0.00,195,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
196,h4l1r0vy,,1,63,63,terminate,Results,2021-01-11 11:48:23.600619+00:00,1,,,10.00,196,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
197,9fcv1lhb,,1,63,63,terminate,Results,2021-01-11 11:48:23.635342+00:00,1,,,10.00,197,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
198,m5fcvd95,,1,63,63,terminate,Results,2021-01-11 11:48:23.668173+00:00,1,,,10.00,198,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
199,fmapd5he,,1,63,63,terminate,Results,2021-01-11 11:48:23.703624+00:00,1,,,0.00,199,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
200,bjyojwt8,,1,63,63,terminate,Results,2021-01-11 11:48:23.742147+00:00,1,,,10.00,200,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
201,jdblp4yt,,1,63,63,terminate,Results,2021-01-11 11:48:23.776010+00:00,1,,,10.00,201,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
202,b3woruum,,1,63,63,terminate,Results,2021-01-11 11:48:23.809622+00:00,1,,,10.00,202,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
203,0ci42hdl,,1,63,63,terminate,Results,2021-01-11 11:48:23.838757+00:00,1,,,10.00,203,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
204,szt9p5z7,,1,63,63,terminate,Results,2021-01-11 11:48:23.869182+00:00,1,,,0.00,204,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
205,xrzbsgdh,,1,63,63,terminate,Results,2021-01-11 11:48:23.907344+00:00,1,,,10.00,205,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
206,nallkwek,,1,63,63,terminate,Results,2021-01-11 11:48:23.938576+00:00,1,,,10.00,206,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
207,oo9zpfv9,,1,63,63,terminate,Results,2021-01-11 11:48:23.969991+00:00,1,,,0.00,207,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
208,anyctvcj,,1,63,63,terminate,Results,2021-01-11 11:48:24.001952+00:00,1,,,10.00,208,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
209,og29uyf8,,1,63,63,terminate,Results,2021-01-11 11:48:24.029028+00:00,1,,,10.00,209,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
210,a515w2bd,,1,63,63,terminate,Results,2021-01-11 11:48:24.057661+00:00,1,,,10.00,210,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
211,cz8hiis9,,1,63,63,terminate,Results,2021-01-11 11:48:24.088219+00:00,1,,,0.00,211,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
212,w1ekay6z,,1,63,63,terminate,Results,2021-01-11 11:48:24.118767+00:00,1,,,10.00,212,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
213,c65frzsx,,1,63,63,terminate,Results,2021-01-11 11:48:24.150219+00:00,1,,,0.00,213,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
214,z9b3nj51,,1,63,63,terminate,Results,2021-01-11 11:48:24.180756+00:00,1,,,10.00,214,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
215,x5shlstd,,1,63,63,terminate,Results,2021-01-11 11:48:24.211032+00:00,1,,,10.00,215,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
216,gc772big,,1,63,63,terminate,Results,2021-01-11 11:48:24.242548+00:00,1,,,10.00,216,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
217,pyfuot29,,1,63,63,terminate,Results,2021-01-11 11:48:24.273241+00:00,1,,,10.00,217,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
218,tnmxv70x,,1,63,63,terminate,Results,2021-01-11 11:48:24.303150+00:00,1,,,0.00,218,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
219,fe8ul9f0,,1,63,63,terminate,Results,2021-01-11 11:48:24.333700+00:00,1,,,0.00,219,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
220,11d4thic,,1,63,63,terminate,Results,2021-01-11 11:48:24.365448+00:00,1,,,0.00,220,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
221,goefdcu8,,1,63,63,terminate,Results,2021-01-11 11:48:24.395232+00:00,1,,,0.00,221,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
222,wo6jnm4m,,1,63,63,terminate,Results,2021-01-11 11:48:24.424545+00:00,1,,,0.00,222,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
223,0oqhtssw,,1,63,63,terminate,Results,2021-01-11 11:48:24.453136+00:00,1,,,10.00,223,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
224,o1r8nprf,,1,63,63,terminate,Results,2021-01-11 11:48:24.483210+00:00,1,,,10.00,224,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
225,7pfezmfb,,1,63,63,terminate,Results,2021-01-11 11:48:24.529702+00:00,1,,,0.00,225,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
226,um3oqwc6,,1,63,63,terminate,Results,2021-01-11 11:48:24.647901+00:00,1,,,10.00,226,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
227,d0a7y2qu,,1,63,63,terminate,Results,2021-01-11 11:48:24.723421+00:00,1,,,0.00,227,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
228,mwjponen,,1,63,63,terminate,Results,2021-01-11 11:48:24.795183+00:00,1,,,10.00,228,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
229,vl25cmya,,1,63,63,terminate,Results,2021-01-11 11:48:24.874170+00:00,1,,,10.00,229,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
230,z43k5yoz,,1,63,63,terminate,Results,2021-01-11 11:48:24.945280+00:00,1,,,0.00,230,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
231,1esedbwy,,1,63,63,terminate,Results,2021-01-11 11:48:24.994396+00:00,1,,,0.00,231,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
232,5d0cql66,,1,63,63,terminate,Results,2021-01-11 11:48:25.051608+00:00,1,,,0.00,232,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
233,acfuh4q9,,1,63,63,terminate,Results,2021-01-11 11:48:25.108126+00:00,1,,,10.00,233,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
234,zbbsimuo,,1,63,63,terminate,Results,2021-01-11 11:48:25.330054+00:00,1,,,10.00,234,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
235,8j0douuo,,1,63,63,terminate,Results,2021-01-11 11:48:25.428487+00:00,1,,,10.00,235,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
236,nmp4ojek,,1,63,63,terminate,Results,2021-01-11 11:48:25.506475+00:00,1,,,0.00,236,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
237,bhbivoug,,1,63,63,terminate,Results,2021-01-11 11:48:25.560609+00:00,1,,,10.00,237,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
238,hdyq2ftw,,1,63,63,terminate,Results,2021-01-11 11:48:25.650587+00:00,1,,,10.00,238,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
239,wt0936n3,,1,63,63,terminate,Results,2021-01-11 11:48:25.731767+00:00,1,,,10.00,239,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
240,oecsg52m,,1,63,63,terminate,Results,2021-01-11 11:48:25.814554+00:00,1,,,0.00,240,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
241,fizdz5t1,,1,63,63,terminate,Results,2021-01-11 11:48:25.868593+00:00,1,,,0.00,241,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
242,8ewe44x3,,1,63,63,terminate,Results,2021-01-11 11:48:25.959901+00:00,1,,,0.00,242,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
243,inidtv56,,1,63,63,terminate,Results,2021-01-11 11:48:26.317052+00:00,1,,,0.00,243,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
244,9vct2t5c,,1,63,63,terminate,Results,2021-01-11 11:48:26.357163+00:00,1,,,10.00,244,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
245,ssroj68q,,1,63,63,terminate,Results,2021-01-11 11:48:26.401759+00:00,1,,,0.00,245,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
246,6cngkw3d,,1,63,63,terminate,Results,2021-01-11 11:48:26.437688+00:00,1,,,0.00,246,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
247,50dccih7,,1,63,63,terminate,Results,2021-01-11 11:48:26.476707+00:00,1,,,10.00,247,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
248,3f9g2ad9,,1,63,63,terminate,Results,2021-01-11 11:48:26.518469+00:00,1,,,10.00,248,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
249,5xl45s0l,,1,63,63,terminate,Results,2021-01-11 11:48:26.557336+00:00,1,,,10.00,249,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
250,rkap0xlg,,1,63,63,terminate,Results,2021-01-11 11:48:26.595134+00:00,1,,,10.00,250,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
251,ylngn10o,,1,63,63,terminate,Results,2021-01-11 11:48:26.636066+00:00,1,,,10.00,251,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
252,d3u01cto,,1,63,63,terminate,Results,2021-01-11 11:48:26.674240+00:00,1,,,0.00,252,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
253,2u5dy1x0,,1,63,63,terminate,Results,2021-01-11 11:48:26.711545+00:00,1,,,0.00,253,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
254,aln5k8ua,,1,63,63,terminate,Results,2021-01-11 11:48:26.744852+00:00,1,,,10.00,254,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
255,txer25x7,,1,63,63,terminate,Results,2021-01-11 11:48:26.782866+00:00,1,,,0.00,255,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
256,x98sar7y,,1,63,63,terminate,Results,2021-01-11 11:48:26.813797+00:00,1,,,0.00,256,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
257,rva1p6nd,,1,63,63,terminate,Results,2021-01-11 11:48:26.841113+00:00,1,,,0.00,257,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
258,rd31g051,,1,63,63,terminate,Results,2021-01-11 11:48:26.870747+00:00,1,,,0.00,258,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
259,kbcsxsr2,,1,63,63,terminate,Results,2021-01-11 11:48:26.904960+00:00,1,,,10.00,259,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
260,0roknpsv,,1,63,63,terminate,Results,2021-01-11 11:48:26.936791+00:00,1,,,10.00,260,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
261,7uvn4tuj,,1,63,63,terminate,Results,2021-01-11 11:48:26.966799+00:00,1,,,10.00,261,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
262,tf5bng3x,,1,63,63,terminate,Results,2021-01-11 11:48:27.008165+00:00,1,,,10.00,262,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
263,yi9huptx,,1,63,63,terminate,Results,2021-01-11 11:48:27.068170+00:00,1,,,0.00,263,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
264,yo5bzv5g,,1,63,63,terminate,Results,2021-01-11 11:48:27.102150+00:00,1,,,10.00,264,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
265,1sp01jmv,,1,63,63,terminate,Results,2021-01-11 11:48:27.128704+00:00,1,,,0.00,265,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
266,ep1rik4v,,1,63,63,terminate,Results,2021-01-11 11:48:27.158172+00:00,1,,,0.00,266,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
267,2in1teca,,1,63,63,terminate,Results,2021-01-11 11:48:27.187531+00:00,1,,,10.00,267,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
268,0igrbni7,,1,63,63,terminate,Results,2021-01-11 11:48:27.216950+00:00,1,,,0.00,268,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
269,53cwthrg,,1,63,63,terminate,Results,2021-01-11 11:48:27.245304+00:00,1,,,10.00,269,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
270,e9qf70k2,,1,63,63,terminate,Results,2021-01-11 11:48:27.275833+00:00,1,,,10.00,270,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
271,4g9vfc9w,,1,63,63,terminate,Results,2021-01-11 11:48:27.305626+00:00,1,,,0.00,271,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
272,tsxwpfs3,,1,63,63,terminate,Results,2021-01-11 11:48:27.334336+00:00,1,,,10.00,272,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
273,hcsw2tbx,,1,63,63,terminate,Results,2021-01-11 11:48:27.364197+00:00,1,,,10.00,273,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
274,bw1mdws2,,1,63,63,terminate,Results,2021-01-11 11:48:27.393055+00:00,1,,,10.00,274,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
275,6s0ubsur,,1,63,63,terminate,Results,2021-01-11 11:48:27.422784+00:00,1,,,0.00,275,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
276,menowzgk,,1,63,63,terminate,Results,2021-01-11 11:48:27.452350+00:00,1,,,0.00,276,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
277,dl0vqgsp,,1,63,63,terminate,Results,2021-01-11 11:48:27.486135+00:00,1,,,0.00,277,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
278,utqx7dmx,,1,63,63,terminate,Results,2021-01-11 11:48:27.516831+00:00,1,,,10.00,278,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
279,gdkskgc3,,1,63,63,terminate,Results,2021-01-11 11:48:27.545783+00:00,1,,,10.00,279,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
280,t5gier6a,,1,63,63,terminate,Results,2021-01-11 11:48:27.575652+00:00,1,,,10.00,280,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
281,s5a1d72c,,1,63,63,terminate,Results,2021-01-11 11:48:27.607027+00:00,1,,,10.00,281,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
282,ext6xfm9,,1,63,63,terminate,Results,2021-01-11 11:48:27.635875+00:00,1,,,0.00,282,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
283,8ova8pz0,,1,63,63,terminate,Results,2021-01-11 11:48:27.665872+00:00,1,,,10.00,283,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
284,zhrzptpg,,1,63,63,terminate,Results,2021-01-11 11:48:27.694852+00:00,1,,,10.00,284,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
285,96w8rkhw,,1,63,63,terminate,Results,2021-01-11 11:48:27.723726+00:00,1,,,10.00,285,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
286,8ikdgznp,,1,63,63,terminate,Results,2021-01-11 11:48:27.758283+00:00,1,,,10.00,286,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
287,is5evprq,,1,63,63,terminate,Results,2021-01-11 11:48:27.788257+00:00,1,,,10.00,287,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
288,25yzbkij,,1,63,63,terminate,Results,2021-01-11 11:48:27.817533+00:00,1,,,10.00,288,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
289,3jlyh6z6,,1,63,63,terminate,Results,2021-01-11 11:48:27.844666+00:00,1,,,10.00,289,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
290,8x0odnxw,,1,63,63,terminate,Results,2021-01-11 11:48:27.875216+00:00,1,,,10.00,290,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
291,9jud9fhp,,1,63,63,terminate,Results,2021-01-11 11:48:27.906665+00:00,1,,,0.00,291,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
292,apkerg3t,,1,63,63,terminate,Results,2021-01-11 11:48:27.934788+00:00,1,,,10.00,292,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
293,6u0gbqyf,,1,63,63,terminate,Results,2021-01-11 11:48:27.968200+00:00,1,,,10.00,293,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
294,w87csr1j,,1,63,63,terminate,Results,2021-01-11 11:48:27.996089+00:00,1,,,10.00,294,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
295,ylfygxeh,,1,63,63,terminate,Results,2021-01-11 11:48:28.024948+00:00,1,,,10.00,295,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
296,5hmlu5we,,1,63,63,terminate,Results,2021-01-11 11:48:28.053740+00:00,1,,,0.00,296,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
297,l24gv46l,,1,63,63,terminate,Results,2021-01-11 11:48:28.082667+00:00,1,,,10.00,297,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
298,36xdszd0,,1,63,63,terminate,Results,2021-01-11 11:48:28.110177+00:00,1,,,0.00,298,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
299,cjcc5i8j,,1,63,63,terminate,Results,2021-01-11 11:48:28.140584+00:00,1,,,10.00,299,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
300,j6qlzgiv,,1,63,63,terminate,Results,2021-01-11 11:48:28.170663+00:00,1,,,10.00,300,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
301,408o375k,,1,63,63,terminate,Results,2021-01-11 11:48:28.200211+00:00,1,,,10.00,301,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
302,du9ax26t,,1,63,63,terminate,Results,2021-01-11 11:48:28.227498+00:00,1,,,0.00,302,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
303,or9cq3kc,,1,63,63,terminate,Results,2021-01-11 11:48:28.256520+00:00,1,,,0.00,303,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
304,92slq6fx,,1,63,63,terminate,Results,2021-01-11 11:48:28.286869+00:00,1,,,0.00,304,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
305,cdik4l1q,,1,63,63,terminate,Results,2021-01-11 11:48:28.314846+00:00,1,,,10.00,305,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
306,reeky4q4,,1,63,63,terminate,Results,2021-01-11 11:48:28.341716+00:00,1,,,0.00,306,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
307,20c8aowu,,1,63,63,terminate,Results,2021-01-11 11:48:28.375854+00:00,1,,,10.00,307,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
308,dd9yiyci,,1,63,63,terminate,Results,2021-01-11 11:48:28.408606+00:00,1,,,0.00,308,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
309,5pmpnkrx,,1,63,63,terminate,Results,2021-01-11 11:48:28.439402+00:00,1,,,10.00,309,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
310,nzmcl8jb,,1,63,63,terminate,Results,2021-01-11 11:48:28.469411+00:00,1,,,10.00,310,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
311,8jzkjo9b,,1,63,63,terminate,Results,2021-01-11 11:48:28.497881+00:00,1,,,0.00,311,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
312,l6d0c3ft,,1,63,63,terminate,Results,2021-01-11 11:48:28.526367+00:00,1,,,10.00,312,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
313,4nq15ias,,1,63,63,terminate,Results,2021-01-11 11:48:28.554795+00:00,1,,,0.00,313,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
314,cxaf7uwm,,1,63,63,terminate,Results,2021-01-11 11:48:28.585625+00:00,1,,,0.00,314,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
