participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.BaillonQ1,player.BaillonQ2,player.BaillonQ3,player.BaillonQ4,player.BaillonQ5,player.CQ2,player.review_weather,player.review_instructions,player.window_width,player.window_height,player.browser,player.matching_probability,player.pivotal_lottery,player.payment_mechanism,player.random_draw,player.event_decision,player.success,player.is_relevant,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
133,h0q0ah09,,1,63,63,terminate,Results,2021-01-13 12:26:22.975058+00:00,1,,,0.00,133,,,,,,8,1,4,16,9,Chrome Test,40,46,Lotterie,88,E1,0,0,0.00,1,2,jing3te6,,,,,0
134,glsb5fwy,,1,63,63,terminate,Results,2021-01-13 12:26:22.998179+00:00,1,,,10.00,134,,,,,,8,2,3,16,9,Chrome Test,52,5,Wette,67,E2,0,0,0.00,1,2,jing3te6,,,,,0
135,tfnq1alu,,1,63,63,terminate,Results,2021-01-13 12:26:23.020727+00:00,1,,,10.00,135,,,,,,8,2,3,16,9,Chrome Test,37,44,Lotterie,5,E12,1,0,0.00,1,2,jing3te6,,,,,0
136,nbrzlj15,,1,63,63,terminate,Results,2021-01-13 12:26:23.043823+00:00,1,,,10.00,136,,,,,,8,2,2,16,9,Chrome Test,36,39,Lotterie,100,E23,0,0,0.00,1,2,jing3te6,,,,,0
137,1wsscbyf,,1,63,63,terminate,Results,2021-01-13 12:26:23.067284+00:00,1,,,10.00,137,,,,,,8,2,3,16,9,Chrome Test,53,39,Wette,95,E1,0,0,0.00,1,2,jing3te6,,,,,0
138,4nl7y0ug,,1,63,63,terminate,Results,2021-01-13 12:26:23.089884+00:00,1,,,10.00,138,,,,,,8,2,4,16,9,Chrome Test,88,11,Wette,48,E3,0,0,0.00,1,2,jing3te6,,,,,0
139,rwzz3hr5,,1,63,63,terminate,Results,2021-01-13 12:26:23.112432+00:00,1,,,10.00,139,,,,,,8,1,2,16,9,Chrome Test,89,66,Wette,70,E3,0,0,0.00,1,2,jing3te6,,,,,0
140,emptyv7t,,1,63,63,terminate,Results,2021-01-13 12:26:23.135128+00:00,1,,,10.00,140,,,,,,8,2,1,16,9,Chrome Test,26,40,Lotterie,62,E2,0,0,0.00,1,2,jing3te6,,,,,0
141,npbmsmc0,,1,63,63,terminate,Results,2021-01-13 12:26:23.158039+00:00,1,,,10.00,141,,,,,,8,1,4,16,9,Chrome Test,41,7,Wette,99,E3,0,0,0.00,1,2,jing3te6,,,,,0
142,m2trlxdq,,1,63,63,terminate,Results,2021-01-13 12:26:23.181640+00:00,1,,,0.00,142,,,,,,8,1,3,16,9,Chrome Test,100,65,Wette,39,E3,0,0,0.00,1,2,jing3te6,,,,,0
143,3xhzqg00,,1,63,63,terminate,Results,2021-01-13 12:26:23.203841+00:00,1,,,0.00,143,,,,,,8,2,3,16,9,Chrome Test,89,44,Wette,5,E1,0,0,0.00,1,2,jing3te6,,,,,0
144,g0628t5l,,1,63,63,terminate,Results,2021-01-13 12:26:23.226059+00:00,1,,,10.00,144,,,,,,8,1,4,16,9,Chrome Test,59,16,Wette,37,E2,0,0,0.00,1,2,jing3te6,,,,,0
145,j2v731vo,,1,63,63,terminate,Results,2021-01-13 12:26:23.250700+00:00,1,,,10.00,145,,,,,,8,1,1,16,9,Chrome Test,48,63,Lotterie,20,E1,1,0,0.00,1,2,jing3te6,,,,,0
146,f3bsp1qk,,1,63,63,terminate,Results,2021-01-13 12:26:23.273452+00:00,1,,,10.00,146,,,,,,8,1,4,16,9,Chrome Test,10,47,Lotterie,44,E13,1,0,0.00,1,2,jing3te6,,,,,0
147,b0jw8o1k,,1,63,63,terminate,Results,2021-01-13 12:26:23.295734+00:00,1,,,0.00,147,,,,,,8,2,1,16,9,Chrome Test,7,38,Lotterie,51,E13,0,0,0.00,1,2,jing3te6,,,,,0
148,pw4yqtvw,,1,63,63,terminate,Results,2021-01-13 12:26:23.317929+00:00,1,,,10.00,148,,,,,,8,1,1,16,9,Chrome Test,49,99,Lotterie,77,E1,1,0,0.00,1,2,jing3te6,,,,,0
149,glroauw0,,1,63,63,terminate,Results,2021-01-13 12:26:23.340697+00:00,1,,,0.00,149,,,,,,8,2,2,16,9,Chrome Test,80,44,Wette,64,E3,0,1,0.00,1,2,jing3te6,,,,,0
150,4zarrpx8,,1,63,63,terminate,Results,2021-01-13 12:26:23.364767+00:00,1,,,0.00,150,,,,,,8,2,4,16,9,Chrome Test,70,23,Wette,78,E1,0,0,0.00,1,2,jing3te6,,,,,0
151,otc85tv7,,1,63,63,terminate,Results,2021-01-13 12:26:23.388834+00:00,1,,,0.00,151,,,,,,8,1,3,16,9,Chrome Test,61,27,Wette,63,E3,0,0,0.00,1,2,jing3te6,,,,,0
152,x0llzbuh,,1,63,63,terminate,Results,2021-01-13 12:26:23.411410+00:00,1,,,10.00,152,,,,,,8,1,4,16,9,Chrome Test,86,26,Wette,1,E23,0,0,0.00,1,2,jing3te6,,,,,0
153,9odit6p6,,1,63,63,terminate,Results,2021-01-13 12:26:23.433962+00:00,1,,,0.00,153,,,,,,8,2,1,16,9,Chrome Test,72,73,Lotterie,99,E3,0,0,0.00,1,2,jing3te6,,,,,0
154,hzf5x2y8,,1,63,63,terminate,Results,2021-01-13 12:26:23.457133+00:00,1,,,0.00,154,,,,,,8,2,1,16,9,Chrome Test,34,59,Lotterie,68,E12,0,0,0.00,1,2,jing3te6,,,,,0
155,xxwjfixj,,1,63,63,terminate,Results,2021-01-13 12:26:23.480428+00:00,1,,,0.00,155,,,,,,8,2,3,16,9,Chrome Test,83,55,Wette,79,E12,1,0,0.00,1,2,jing3te6,,,,,0
156,xl2tz5nm,,1,63,63,terminate,Results,2021-01-13 12:26:23.502759+00:00,1,,,0.00,156,,,,,,8,2,2,16,9,Chrome Test,73,61,Wette,11,E3,0,1,0.00,1,2,jing3te6,,,,,0
157,44isxt9s,,1,63,63,terminate,Results,2021-01-13 12:26:23.524795+00:00,1,,,0.00,157,,,,,,8,1,2,16,9,Chrome Test,6,31,Lotterie,39,E23,0,0,0.00,1,2,jing3te6,,,,,0
158,ni7rohuh,,1,63,63,terminate,Results,2021-01-13 12:26:23.548082+00:00,1,,,10.00,158,,,,,,8,2,1,16,9,Chrome Test,80,94,Lotterie,3,E1,1,0,0.00,1,2,jing3te6,,,,,0
159,jeab5yw6,,1,63,63,terminate,Results,2021-01-13 12:26:23.570313+00:00,1,,,10.00,159,,,,,,8,1,2,16,9,Chrome Test,3,78,Lotterie,46,E3,1,0,0.00,1,2,jing3te6,,,,,0
160,lgx1kqif,,1,63,63,terminate,Results,2021-01-13 12:26:23.592489+00:00,1,,,0.00,160,,,,,,8,1,1,16,9,Chrome Test,28,22,Wette,80,E2,0,1,0.00,1,2,jing3te6,,,,,0
161,ljeigljm,,1,63,63,terminate,Results,2021-01-13 12:26:23.614995+00:00,1,,,10.00,161,,,,,,8,1,1,16,9,Chrome Test,48,90,Lotterie,24,E2,1,0,0.00,1,2,jing3te6,,,,,0
162,ebxat25t,,1,63,63,terminate,Results,2021-01-13 12:26:23.638271+00:00,1,,,0.00,162,,,,,,8,1,2,16,9,Chrome Test,96,81,Wette,77,E13,0,0,0.00,1,2,jing3te6,,,,,0
163,f0zwwkgd,,1,63,63,terminate,Results,2021-01-13 12:26:23.662086+00:00,1,,,10.00,163,,,,,,8,2,2,16,9,Chrome Test,26,98,Lotterie,53,E13,1,0,0.00,1,2,jing3te6,,,,,0
164,5qemv9be,,1,63,63,terminate,Results,2021-01-13 12:26:23.685845+00:00,1,,,10.00,164,,,,,,8,2,1,16,9,Chrome Test,50,88,Lotterie,9,E12,1,0,0.00,1,2,jing3te6,,,,,0
165,n7uqc91q,,1,63,63,terminate,Results,2021-01-13 12:26:23.708719+00:00,1,,,10.00,165,,,,,,8,1,1,16,9,Chrome Test,58,12,Wette,93,E13,1,0,0.00,1,2,jing3te6,,,,,0
166,maiqqy1i,,1,63,63,terminate,Results,2021-01-13 12:26:23.731369+00:00,1,,,0.00,166,,,,,,8,1,1,16,9,Chrome Test,73,76,Lotterie,84,E23,0,0,0.00,1,2,jing3te6,,,,,0
167,t5otxi2d,,1,63,63,terminate,Results,2021-01-13 12:26:23.755622+00:00,1,,,10.00,167,,,,,,8,1,4,16,9,Chrome Test,86,9,Wette,33,E3,0,0,0.00,1,2,jing3te6,,,,,0
168,17a8qdjz,,1,63,63,terminate,Results,2021-01-13 12:26:23.778090+00:00,1,,,10.00,168,,,,,,8,2,2,16,9,Chrome Test,84,1,Wette,90,E2,1,0,0.00,1,2,jing3te6,,,,,0
169,m3gvjwt8,,1,63,63,terminate,Results,2021-01-13 12:26:23.800908+00:00,1,,,10.00,169,,,,,,8,2,3,16,9,Chrome Test,30,25,Wette,80,E13,0,0,0.00,1,2,jing3te6,,,,,0
170,lr7eq0a2,,1,63,63,terminate,Results,2021-01-13 12:26:23.823586+00:00,1,,,0.00,170,,,,,,8,1,2,16,9,Chrome Test,74,52,Wette,38,E3,0,0,0.00,1,2,jing3te6,,,,,0
171,2cnoci1r,,1,63,63,terminate,Results,2021-01-13 12:26:23.846879+00:00,1,,,10.00,171,,,,,,8,1,3,16,9,Chrome Test,51,29,Wette,30,E12,1,1,10.00,1,2,jing3te6,,,,,0
172,xjggj51t,,1,63,63,terminate,Results,2021-01-13 12:26:23.870321+00:00,1,,,0.00,172,,,,,,8,1,3,16,9,Chrome Test,57,93,Lotterie,48,E3,1,0,0.00,1,2,jing3te6,,,,,0
173,lso39rvw,,1,63,63,terminate,Results,2021-01-13 12:26:23.893256+00:00,1,,,0.00,173,,,,,,8,1,2,16,9,Chrome Test,15,8,Wette,77,E23,1,0,0.00,1,2,jing3te6,,,,,0
174,xk4tzopa,,1,63,63,terminate,Results,2021-01-13 12:26:23.916744+00:00,1,,,10.00,174,,,,,,8,1,2,16,9,Chrome Test,57,95,Lotterie,52,E13,1,0,0.00,1,2,jing3te6,,,,,0
175,paw7t4a1,,1,63,63,terminate,Results,2021-01-13 12:26:23.939389+00:00,1,,,0.00,175,,,,,,8,2,2,16,9,Chrome Test,65,95,Lotterie,97,E23,0,1,0.00,1,2,jing3te6,,,,,0
176,4s64wv0r,,1,63,63,terminate,Results,2021-01-13 12:26:24.064755+00:00,1,,,10.00,176,,,,,,8,2,3,16,9,Chrome Test,88,37,Wette,82,E13,0,0,0.00,1,2,jing3te6,,,,,0
177,nh8pql98,,1,63,63,terminate,Results,2021-01-13 12:26:24.093135+00:00,1,,,0.00,177,,,,,,8,1,4,16,9,Chrome Test,2,21,Lotterie,64,E2,0,1,0.00,1,2,jing3te6,,,,,0
178,hn4vqpzw,,1,63,63,terminate,Results,2021-01-13 12:26:24.118563+00:00,1,,,10.00,178,,,,,,8,2,3,16,9,Chrome Test,3,2,Wette,21,E23,0,0,0.00,1,2,jing3te6,,,,,0
179,emc4ergw,,1,63,63,terminate,Results,2021-01-13 12:26:24.143275+00:00,1,,,10.00,179,,,,,,8,2,3,16,9,Chrome Test,10,26,Lotterie,1,E12,1,0,0.00,1,2,jing3te6,,,,,0
180,n18lgb63,,1,63,63,terminate,Results,2021-01-13 12:26:24.168470+00:00,1,,,10.00,180,,,,,,8,1,3,16,9,Chrome Test,80,50,Wette,33,E1,1,0,0.00,1,2,jing3te6,,,,,0
181,wgtx38wp,,1,63,63,terminate,Results,2021-01-13 12:26:24.191156+00:00,1,,,10.00,181,,,,,,8,1,3,16,9,Chrome Test,93,36,Wette,3,E23,1,0,0.00,1,2,jing3te6,,,,,0
182,7exad3m7,,1,63,63,terminate,Results,2021-01-13 12:26:24.213620+00:00,1,,,0.00,182,,,,,,8,1,2,16,9,Chrome Test,98,18,Wette,50,E13,1,0,0.00,1,2,jing3te6,,,,,0
183,ukwbcncs,,1,63,63,terminate,Results,2021-01-13 12:26:24.238626+00:00,1,,,10.00,183,,,,,,8,2,1,16,9,Chrome Test,88,8,Wette,63,E1,1,0,0.00,1,2,jing3te6,,,,,0
184,jhdu2o2c,,1,63,63,terminate,Results,2021-01-13 12:26:24.261928+00:00,1,,,0.00,184,,,,,,8,2,4,16,9,Chrome Test,49,86,Lotterie,12,E3,1,0,0.00,1,2,jing3te6,,,,,0
185,tvyk9070,,1,63,63,terminate,Results,2021-01-13 12:26:24.289300+00:00,1,,,0.00,185,,,,,,8,1,4,16,9,Chrome Test,57,63,Lotterie,14,E1,1,0,0.00,1,2,jing3te6,,,,,0
186,89615x4e,,1,63,63,terminate,Results,2021-01-13 12:26:24.312418+00:00,1,,,10.00,186,,,,,,8,2,1,16,9,Chrome Test,68,67,Wette,67,E1,0,0,0.00,1,2,jing3te6,,,,,0
187,ud5r2mls,,1,63,63,terminate,Results,2021-01-13 12:26:24.335709+00:00,1,,,0.00,187,,,,,,8,1,2,16,9,Chrome Test,61,8,Wette,40,E13,0,0,0.00,1,2,jing3te6,,,,,0
188,102pvdao,,1,63,63,terminate,Results,2021-01-13 12:26:24.359750+00:00,1,,,0.00,188,,,,,,8,2,2,16,9,Chrome Test,73,46,Wette,0,E13,1,0,0.00,1,2,jing3te6,,,,,0
189,iq8gw7dl,,1,63,63,terminate,Results,2021-01-13 12:26:24.384678+00:00,1,,,10.00,189,,,,,,8,1,3,16,9,Chrome Test,96,42,Wette,67,E3,0,0,0.00,1,2,jing3te6,,,,,0
190,kiz708ad,,1,63,63,terminate,Results,2021-01-13 12:26:24.408124+00:00,1,,,0.00,190,,,,,,8,2,3,16,9,Chrome Test,50,92,Lotterie,18,E3,1,0,0.00,1,2,jing3te6,,,,,0
191,yeckmqba,,1,63,63,terminate,Results,2021-01-13 12:26:24.430644+00:00,1,,,0.00,191,,,,,,8,1,3,16,9,Chrome Test,64,95,Lotterie,5,E12,1,0,0.00,1,2,jing3te6,,,,,0
192,5wfbxy9v,,1,63,63,terminate,Results,2021-01-13 12:26:24.455993+00:00,1,,,10.00,192,,,,,,8,1,2,16,9,Chrome Test,98,57,Wette,57,E1,0,0,0.00,1,2,jing3te6,,,,,0
193,i311qeok,,1,63,63,terminate,Results,2021-01-13 12:26:24.480361+00:00,1,,,10.00,193,,,,,,8,1,1,16,9,Chrome Test,70,100,Lotterie,86,E3,1,0,0.00,1,2,jing3te6,,,,,0
194,94q1o87p,,1,63,63,terminate,Results,2021-01-13 12:26:24.503159+00:00,1,,,10.00,194,,,,,,8,2,3,16,9,Chrome Test,19,75,Lotterie,33,E23,1,0,0.00,1,2,jing3te6,,,,,0
195,veclthf0,,1,63,63,terminate,Results,2021-01-13 12:26:24.525351+00:00,1,,,0.00,195,,,,,,8,1,4,16,9,Chrome Test,99,80,Wette,31,E12,1,0,0.00,1,2,jing3te6,,,,,0
196,0rjk8zhl,,1,63,63,terminate,Results,2021-01-13 12:26:24.548370+00:00,1,,,10.00,196,,,,,,8,2,3,16,9,Chrome Test,8,37,Lotterie,40,E12,0,0,0.00,1,2,jing3te6,,,,,0
197,bsx5608a,,1,63,63,terminate,Results,2021-01-13 12:26:24.570713+00:00,1,,,10.00,197,,,,,,8,2,2,16,9,Chrome Test,84,47,Wette,78,E2,1,0,0.00,1,2,jing3te6,,,,,0
198,6ddy21rw,,1,63,63,terminate,Results,2021-01-13 12:26:24.595359+00:00,1,,,0.00,198,,,,,,8,2,1,16,9,Chrome Test,72,34,Wette,65,E23,0,0,0.00,1,2,jing3te6,,,,,0
199,7m2c0syg,,1,63,63,terminate,Results,2021-01-13 12:26:24.617666+00:00,1,,,10.00,199,,,,,,8,1,3,16,9,Chrome Test,74,49,Wette,29,E2,1,0,0.00,1,2,jing3te6,,,,,0
200,o8smj614,,1,63,63,terminate,Results,2021-01-13 12:26:24.640073+00:00,1,,,10.00,200,,,,,,8,1,3,16,9,Chrome Test,86,31,Wette,28,E1,0,0,0.00,1,2,jing3te6,,,,,0
201,pgbqphsr,,1,63,63,terminate,Results,2021-01-13 12:26:24.662347+00:00,1,,,10.00,201,,,,,,8,1,2,16,9,Chrome Test,18,39,Lotterie,71,E13,0,0,0.00,1,2,jing3te6,,,,,0
202,vi2fpw8h,,1,63,63,terminate,Results,2021-01-13 12:26:24.686072+00:00,1,,,0.00,202,,,,,,8,1,2,16,9,Chrome Test,30,56,Lotterie,80,E3,0,0,0.00,1,2,jing3te6,,,,,0
203,pe4pfz0k,,1,63,63,terminate,Results,2021-01-13 12:26:24.708796+00:00,1,,,0.00,203,,,,,,8,1,4,16,9,Chrome Test,73,37,Wette,77,E3,0,0,0.00,1,2,jing3te6,,,,,0
204,wwpoe3sq,,1,63,63,terminate,Results,2021-01-13 12:26:24.731601+00:00,1,,,0.00,204,,,,,,8,1,2,16,9,Chrome Test,96,39,Wette,94,E3,0,1,0.00,1,2,jing3te6,,,,,0
205,6scke70b,,1,63,63,terminate,Results,2021-01-13 12:26:24.753951+00:00,1,,,0.00,205,,,,,,8,1,3,16,9,Chrome Test,71,16,Wette,61,E23,0,0,0.00,1,2,jing3te6,,,,,0
206,yefvk6dc,,1,63,63,terminate,Results,2021-01-13 12:26:24.776470+00:00,1,,,10.00,206,,,,,,8,2,1,16,9,Chrome Test,5,89,Lotterie,0,E2,1,0,0.00,1,2,jing3te6,,,,,0
207,qaebyfbz,,1,63,63,terminate,Results,2021-01-13 12:26:24.800088+00:00,1,,,10.00,207,,,,,,8,1,4,16,9,Chrome Test,65,85,Lotterie,29,E23,1,0,0.00,1,2,jing3te6,,,,,0
208,89cf5359,,1,63,63,terminate,Results,2021-01-13 12:26:24.823271+00:00,1,,,0.00,208,,,,,,8,2,3,16,9,Chrome Test,78,59,Wette,89,E12,1,0,0.00,1,2,jing3te6,,,,,0
209,yt9bwwfo,,1,63,63,terminate,Results,2021-01-13 12:26:24.846192+00:00,1,,,10.00,209,,,,,,8,1,3,16,9,Chrome Test,17,47,Lotterie,6,E2,1,0,0.00,1,2,jing3te6,,,,,0
210,ov623yj0,,1,63,63,terminate,Results,2021-01-13 12:26:24.868667+00:00,1,,,0.00,210,,,,,,8,2,3,16,9,Chrome Test,25,33,Lotterie,48,E3,0,0,0.00,1,2,jing3te6,,,,,0
211,qdq1263t,,1,63,63,terminate,Results,2021-01-13 12:26:24.891804+00:00,1,,,0.00,211,,,,,,8,1,1,16,9,Chrome Test,62,34,Wette,32,E13,1,0,0.00,1,2,jing3te6,,,,,0
212,rz4470mh,,1,63,63,terminate,Results,2021-01-13 12:26:24.915015+00:00,1,,,10.00,212,,,,,,8,1,1,16,9,Chrome Test,12,2,Wette,47,E23,0,0,0.00,1,2,jing3te6,,,,,0
213,jq37t14s,,1,63,63,terminate,Results,2021-01-13 12:26:24.938046+00:00,1,,,10.00,213,,,,,,8,1,4,16,9,Chrome Test,10,84,Lotterie,75,E23,1,0,0.00,1,2,jing3te6,,,,,0
214,m5e9gqzi,,1,63,63,terminate,Results,2021-01-13 12:26:24.960349+00:00,1,,,10.00,214,,,,,,8,2,2,16,9,Chrome Test,100,95,Wette,4,E12,1,0,0.00,1,2,jing3te6,,,,,0
215,0f4lqc6u,,1,63,63,terminate,Results,2021-01-13 12:26:24.985100+00:00,1,,,0.00,215,,,,,,8,1,2,16,9,Chrome Test,56,65,Lotterie,19,E13,1,0,0.00,1,2,jing3te6,,,,,0
216,h02nbiyj,,1,63,63,terminate,Results,2021-01-13 12:26:25.007443+00:00,1,,,10.00,216,,,,,,8,2,1,16,9,Chrome Test,56,3,Wette,59,E1,1,0,0.00,1,2,jing3te6,,,,,0
217,y7jeak92,,1,63,63,terminate,Results,2021-01-13 12:26:25.029567+00:00,1,,,0.00,217,,,,,,8,2,4,16,9,Chrome Test,8,83,Lotterie,68,E3,1,0,0.00,1,2,jing3te6,,,,,0
218,0sthcqxf,,1,63,63,terminate,Results,2021-01-13 12:26:25.052336+00:00,1,,,0.00,218,,,,,,8,2,2,16,9,Chrome Test,94,3,Wette,10,E23,1,0,0.00,1,2,jing3te6,,,,,0
219,la1xzsnl,,1,63,63,terminate,Results,2021-01-13 12:26:25.076522+00:00,1,,,0.00,219,,,,,,8,2,4,16,9,Chrome Test,33,47,Lotterie,79,E13,0,0,0.00,1,2,jing3te6,,,,,0
220,xaiwf1u2,,1,63,63,terminate,Results,2021-01-13 12:26:25.100227+00:00,1,,,10.00,220,,,,,,8,2,1,16,9,Chrome Test,84,47,Wette,17,E1,0,0,0.00,1,2,jing3te6,,,,,0
221,nuov8r02,,1,63,63,terminate,Results,2021-01-13 12:26:25.124142+00:00,1,,,0.00,221,,,,,,8,1,4,16,9,Chrome Test,13,12,Wette,76,E12,1,0,0.00,1,2,jing3te6,,,,,0
222,ptp466fs,,1,63,63,terminate,Results,2021-01-13 12:26:25.147337+00:00,1,,,0.00,222,,,,,,8,1,1,16,9,Chrome Test,44,29,Wette,95,E23,0,0,0.00,1,2,jing3te6,,,,,0
223,dcngzlgv,,1,63,63,terminate,Results,2021-01-13 12:26:25.172202+00:00,1,,,0.00,223,,,,,,8,1,1,16,9,Chrome Test,59,96,Lotterie,72,E1,1,0,0.00,1,2,jing3te6,,,,,0
224,slpzlr3d,,1,63,63,terminate,Results,2021-01-13 12:26:25.195848+00:00,1,,,10.00,224,,,,,,8,2,3,16,9,Chrome Test,12,55,Lotterie,75,E23,0,0,0.00,1,2,jing3te6,,,,,0
225,18b4mi5a,,1,63,63,terminate,Results,2021-01-13 12:26:25.218146+00:00,1,,,0.00,225,,,,,,8,2,1,16,9,Chrome Test,40,55,Lotterie,97,E12,0,0,0.00,1,2,jing3te6,,,,,0
226,ua7msxui,,1,63,63,terminate,Results,2021-01-13 12:26:25.242023+00:00,1,,,0.00,226,,,,,,8,2,2,16,9,Chrome Test,62,2,Wette,18,E12,1,0,0.00,1,2,jing3te6,,,,,0
227,hqlmi21q,,1,63,63,terminate,Results,2021-01-13 12:26:25.265421+00:00,1,,,10.00,227,,,,,,8,2,2,16,9,Chrome Test,1,66,Lotterie,91,E12,0,0,0.00,1,2,jing3te6,,,,,0
228,7t8me029,,1,63,63,terminate,Results,2021-01-13 12:26:25.289705+00:00,1,,,10.00,228,,,,,,8,1,4,16,9,Chrome Test,28,20,Wette,15,E12,1,0,0.00,1,2,jing3te6,,,,,0
229,bor08zwc,,1,63,63,terminate,Results,2021-01-13 12:26:25.312166+00:00,1,,,10.00,229,,,,,,8,1,4,16,9,Chrome Test,89,13,Wette,25,E2,0,0,0.00,1,2,jing3te6,,,,,0
230,qs772t57,,1,63,63,terminate,Results,2021-01-13 12:26:25.334356+00:00,1,,,10.00,230,,,,,,8,2,3,16,9,Chrome Test,93,66,Wette,53,E23,0,0,0.00,1,2,jing3te6,,,,,0
231,38u2dn27,,1,63,63,terminate,Results,2021-01-13 12:26:25.359195+00:00,1,,,0.00,231,,,,,,8,1,3,16,9,Chrome Test,44,84,Lotterie,83,E13,1,0,0.00,1,2,jing3te6,,,,,0
232,cmpa8ax2,,1,63,63,terminate,Results,2021-01-13 12:26:25.381791+00:00,1,,,0.00,232,,,,,,8,2,1,16,9,Chrome Test,20,66,Lotterie,97,E3,0,0,0.00,1,2,jing3te6,,,,,0
233,x4y4fmfl,,1,63,63,terminate,Results,2021-01-13 12:26:25.405202+00:00,1,,,10.00,233,,,,,,8,2,1,16,9,Chrome Test,39,26,Wette,13,E13,1,1,10.00,1,2,jing3te6,,,,,0
234,3jhchall,,1,63,63,terminate,Results,2021-01-13 12:26:25.428880+00:00,1,,,10.00,234,,,,,,8,1,3,16,9,Chrome Test,67,83,Lotterie,10,E12,1,1,10.00,1,2,jing3te6,,,,,0
235,oopxuovr,,1,63,63,terminate,Results,2021-01-13 12:26:25.450870+00:00,1,,,10.00,235,,,,,,8,2,2,16,9,Chrome Test,37,35,Wette,9,E12,1,0,0.00,1,2,jing3te6,,,,,0
236,nfsz3mtu,,1,63,63,terminate,Results,2021-01-13 12:26:25.473357+00:00,1,,,10.00,236,,,,,,8,1,3,16,9,Chrome Test,47,23,Wette,43,E12,1,0,0.00,1,2,jing3te6,,,,,0
237,gbumk5bt,,1,63,63,terminate,Results,2021-01-13 12:26:25.497355+00:00,1,,,0.00,237,,,,,,8,2,4,16,9,Chrome Test,81,91,Lotterie,23,E23,1,0,0.00,1,2,jing3te6,,,,,0
238,7sleb0mq,,1,63,63,terminate,Results,2021-01-13 12:26:25.521126+00:00,1,,,10.00,238,,,,,,8,2,2,16,9,Chrome Test,57,5,Wette,24,E3,0,0,0.00,1,2,jing3te6,,,,,0
239,qv5jic8z,,1,63,63,terminate,Results,2021-01-13 12:26:25.544096+00:00,1,,,10.00,239,,,,,,8,2,3,16,9,Chrome Test,68,50,Wette,58,E1,1,0,0.00,1,2,jing3te6,,,,,0
240,w500shrh,,1,63,63,terminate,Results,2021-01-13 12:26:25.566766+00:00,1,,,10.00,240,,,,,,8,2,1,16,9,Chrome Test,100,71,Wette,34,E12,1,0,0.00,1,2,jing3te6,,,,,0
241,jtn95neg,,1,63,63,terminate,Results,2021-01-13 12:26:25.589832+00:00,1,,,0.00,241,,,,,,8,1,3,16,9,Chrome Test,42,66,Lotterie,15,E23,1,0,0.00,1,2,jing3te6,,,,,0
242,q85fag2d,,1,63,63,terminate,Results,2021-01-13 12:26:25.743336+00:00,1,,,10.00,242,,,,,,8,2,2,16,9,Chrome Test,43,79,Lotterie,53,E13,1,0,0.00,1,2,jing3te6,,,,,0
243,hfxxweyc,,1,63,63,terminate,Results,2021-01-13 12:26:25.771827+00:00,1,,,10.00,243,,,,,,8,1,4,16,9,Chrome Test,55,28,Wette,13,E12,1,0,0.00,1,2,jing3te6,,,,,0
244,q4ctnxwb,,1,63,63,terminate,Results,2021-01-13 12:26:25.797351+00:00,1,,,0.00,244,,,,,,8,2,3,16,9,Chrome Test,21,94,Lotterie,31,E2,1,0,0.00,1,2,jing3te6,,,,,0
245,sq8jdvpf,,1,63,63,terminate,Results,2021-01-13 12:26:25.821766+00:00,1,,,10.00,245,,,,,,8,1,3,16,9,Chrome Test,85,95,Lotterie,1,E1,1,0,0.00,1,2,jing3te6,,,,,0
246,x5bxmseg,,1,63,63,terminate,Results,2021-01-13 12:26:25.847012+00:00,1,,,10.00,246,,,,,,8,2,2,16,9,Chrome Test,92,3,Wette,67,E1,0,0,0.00,1,2,jing3te6,,,,,0
247,2p0vu7e1,,1,63,63,terminate,Results,2021-01-13 12:26:25.870074+00:00,1,,,10.00,247,,,,,,8,2,1,16,9,Chrome Test,90,51,Wette,68,E1,0,0,0.00,1,2,jing3te6,,,,,0
248,qs5kid55,,1,63,63,terminate,Results,2021-01-13 12:26:25.892360+00:00,1,,,10.00,248,,,,,,8,1,4,16,9,Chrome Test,34,83,Lotterie,36,E12,1,0,0.00,1,2,jing3te6,,,,,0
249,ifg6xz76,,1,63,63,terminate,Results,2021-01-13 12:26:25.915301+00:00,1,,,10.00,249,,,,,,8,2,2,16,9,Chrome Test,19,23,Lotterie,32,E23,0,0,0.00,1,2,jing3te6,,,,,0
250,4meffxl0,,1,63,63,terminate,Results,2021-01-13 12:26:25.940236+00:00,1,,,10.00,250,,,,,,8,1,2,16,9,Chrome Test,59,41,Wette,81,E1,0,0,0.00,1,2,jing3te6,,,,,0
251,czu3uz72,,1,63,63,terminate,Results,2021-01-13 12:26:25.962345+00:00,1,,,0.00,251,,,,,,8,1,2,16,9,Chrome Test,75,19,Wette,11,E1,1,0,0.00,1,2,jing3te6,,,,,0
252,y7vrab19,,1,63,63,terminate,Results,2021-01-13 12:26:25.984930+00:00,1,,,0.00,252,,,,,,8,2,4,16,9,Chrome Test,58,70,Lotterie,94,E12,0,0,0.00,1,2,jing3te6,,,,,0
